"GO.ID","Term","Annotated","Significant","Expected","fisher"
"GO:0022405","hair cycle process",100,2,1.16,"0.32308"
"GO:0031110","regulation of microtubule polymerization...",100,2,1.16,"0.32308"
"GO:0032944","regulation of mononuclear cell prolifera...",248,4,2.87,"0.32441"
"GO:0060326","cell chemotaxis",325,5,3.77,"0.32518"
"GO:0045088","regulation of innate immune response",482,7,5.59,"0.32651"
"GO:0006942","regulation of striated muscle contractio...",101,2,1.17,"0.32733"
"GO:0010596","negative regulation of endothelial cell ...",101,2,1.17,"0.32733"
"GO:0014909","smooth muscle cell migration",101,2,1.17,"0.32733"
"GO:0034109","homotypic cell-cell adhesion",101,2,1.17,"0.32733"
"GO:0046785","microtubule polymerization",101,2,1.17,"0.32733"
"GO:0072080","nephron tubule development",101,2,1.17,"0.32733"
"GO:0090132","epithelium migration",101,2,1.17,"0.32733"
"GO:0000096","sulfur amino acid metabolic process",34,1,0.39,"0.32753"
"GO:0002418","immune response to tumor cell",34,1,0.39,"0.32753"
"GO:0006099","tricarboxylic acid cycle",34,1,0.39,"0.32753"
"GO:0006536","glutamate metabolic process",34,1,0.39,"0.32753"
"GO:0007435","salivary gland morphogenesis",34,1,0.39,"0.32753"
"GO:0010464","regulation of mesenchymal cell prolifera...",34,1,0.39,"0.32753"
"GO:0017145","stem cell division",34,1,0.39,"0.32753"
"GO:0018198","peptidyl-cysteine modification",34,1,0.39,"0.32753"
"GO:0031069","hair follicle morphogenesis",34,1,0.39,"0.32753"
"GO:0032107","regulation of response to nutrient level...",34,1,0.39,"0.32753"
"GO:0032367","intracellular cholesterol transport",34,1,0.39,"0.32753"
"GO:0034383","low-density lipoprotein particle clearan...",34,1,0.39,"0.32753"
"GO:0045671","negative regulation of osteoclast differ...",34,1,0.39,"0.32753"
"GO:0046475","glycerophospholipid catabolic process",34,1,0.39,"0.32753"
"GO:0050891","multicellular organismal-level water hom...",34,1,0.39,"0.32753"
"GO:0050901","leukocyte tethering or rolling",34,1,0.39,"0.32753"
"GO:0060292","long-term synaptic depression",34,1,0.39,"0.32753"
"GO:0070570","regulation of neuron projection regenera...",34,1,0.39,"0.32753"
"GO:0090169","regulation of spindle assembly",34,1,0.39,"0.32753"
"GO:1901889","negative regulation of cell junction ass...",34,1,0.39,"0.32753"
"GO:1902235","regulation of endoplasmic reticulum stre...",34,1,0.39,"0.32753"
"GO:1902253","regulation of intrinsic apoptotic signal...",34,1,0.39,"0.32753"
"GO:0030856","regulation of epithelial cell differenti...",174,3,2.02,"0.32799"
"GO:0002443","leukocyte mediated immunity",483,7,5.6,"0.32838"
"GO:0048638","regulation of developmental growth",327,5,3.79,"0.32974"
"GO:0051048","negative regulation of secretion",175,3,2.03,"0.33116"
"GO:0006112","energy reserve metabolic process",102,2,1.18,"0.33157"
"GO:0032755","positive regulation of interleukin-6 pro...",102,2,1.18,"0.33157"
"GO:0051641","cellular localization",3460,43,40.11,"0.33184"
"GO:0042886","amide transport",328,5,3.8,"0.33203"
"GO:1902679","negative regulation of RNA biosynthetic ...",1295,17,15.01,"0.33298"
"GO:0030509","BMP signaling pathway",176,3,2.04,"0.33433"
"GO:0000038","very long-chain fatty acid metabolic pro...",35,1,0.41,"0.33534"
"GO:0006654","phosphatidic acid biosynthetic process",35,1,0.41,"0.33534"
"GO:0006779","porphyrin-containing compound biosynthet...",35,1,0.41,"0.33534"
"GO:0010667","negative regulation of cardiac muscle ce...",35,1,0.41,"0.33534"
"GO:0033014","tetrapyrrole biosynthetic process",35,1,0.41,"0.33534"
"GO:0034063","stress granule assembly",35,1,0.41,"0.33534"
"GO:0045940","positive regulation of steroid metabolic...",35,1,0.41,"0.33534"
"GO:0046320","regulation of fatty acid oxidation",35,1,0.41,"0.33534"
"GO:0046329","negative regulation of JNK cascade",35,1,0.41,"0.33534"
"GO:0048048","embryonic eye morphogenesis",35,1,0.41,"0.33534"
"GO:0048333","mesodermal cell differentiation",35,1,0.41,"0.33534"
"GO:0048384","retinoic acid receptor signaling pathway",35,1,0.41,"0.33534"
"GO:0050931","pigment cell differentiation",35,1,0.41,"0.33534"
"GO:0051353","positive regulation of oxidoreductase ac...",35,1,0.41,"0.33534"
"GO:0090022","regulation of neutrophil chemotaxis",35,1,0.41,"0.33534"
"GO:0099010","modification of postsynaptic structure",35,1,0.41,"0.33534"
"GO:1903715","regulation of aerobic respiration",35,1,0.41,"0.33534"
"GO:2000463","positive regulation of excitatory postsy...",35,1,0.41,"0.33534"
"GO:0010906","regulation of glucose metabolic process",103,2,1.19,"0.33581"
"GO:0015914","phospholipid transport",103,2,1.19,"0.33581"
"GO:0051924","regulation of calcium ion transport",253,4,2.93,"0.33753"
"GO:0009914","hormone transport",331,5,3.84,"0.33889"
"GO:1904951","positive regulation of establishment of ...",331,5,3.84,"0.33889"
"GO:0051301","cell division",649,9,7.52,"0.33969"
"GO:0003300","cardiac muscle hypertrophy",104,2,1.21,"0.34003"
"GO:0051090","regulation of DNA-binding transcription ...",332,5,3.85,"0.34118"
"GO:0043523","regulation of neuron apoptotic process",255,4,2.96,"0.34279"
"GO:0001782","B cell homeostasis",36,1,0.42,"0.34306"
"GO:0002021","response to dietary excess",36,1,0.42,"0.34306"
"GO:0010765","positive regulation of sodium ion transp...",36,1,0.42,"0.34306"
"GO:0021884","forebrain neuron development",36,1,0.42,"0.34306"
"GO:0032373","positive regulation of sterol transport",36,1,0.42,"0.34306"
"GO:0032376","positive regulation of cholesterol trans...",36,1,0.42,"0.34306"
"GO:0034143","regulation of toll-like receptor 4 signa...",36,1,0.42,"0.34306"
"GO:0036314","response to sterol",36,1,0.42,"0.34306"
"GO:0051968","positive regulation of synaptic transmis...",36,1,0.42,"0.34306"
"GO:0098698","postsynaptic specialization assembly",36,1,0.42,"0.34306"
"GO:0120009","intermembrane lipid transfer",36,1,0.42,"0.34306"
"GO:1900101","regulation of endoplasmic reticulum unfo...",36,1,0.42,"0.34306"
"GO:1901381","positive regulation of potassium ion tra...",36,1,0.42,"0.34306"
"GO:1901797","negative regulation of signal transducti...",36,1,0.42,"0.34306"
"GO:1902624","positive regulation of neutrophil migrat...",36,1,0.42,"0.34306"
"GO:2000352","negative regulation of endothelial cell ...",36,1,0.42,"0.34306"
"GO:2000765","regulation of cytoplasmic translation",36,1,0.42,"0.34306"
"GO:0006508","proteolysis",1552,20,17.99,"0.34378"
"GO:0008361","regulation of cell size",179,3,2.08,"0.34383"
"GO:0071453","cellular response to oxygen levels",179,3,2.08,"0.34383"
"GO:0032602","chemokine production",105,2,1.22,"0.34425"
"GO:0032637","interleukin-8 production",105,2,1.22,"0.34425"
"GO:0032642","regulation of chemokine production",105,2,1.22,"0.34425"
"GO:0032677","regulation of interleukin-8 production",105,2,1.22,"0.34425"
"GO:1901992","positive regulation of mitotic cell cycl...",105,2,1.22,"0.34425"
"GO:2001252","positive regulation of chromosome organi...",105,2,1.22,"0.34425"
"GO:0048863","stem cell differentiation",256,4,2.97,"0.34542"
"GO:0090257","regulation of muscle system process",256,4,2.97,"0.34542"
"GO:0002376","immune system process",2976,37,34.5,"0.34787"
"GO:0006835","dicarboxylic acid transport",106,2,1.23,"0.34846"
"GO:0008585","female gonad development",106,2,1.23,"0.34846"
"GO:0098655","monoatomic cation transmembrane transpor...",899,12,10.42,"0.34992"
"GO:0031929","TOR signaling",181,3,2.1,"0.35017"
"GO:1903034","regulation of response to wounding",181,3,2.1,"0.35017"
"GO:0003230","cardiac atrium development",37,1,0.43,"0.35069"
"GO:0003382","epithelial cell morphogenesis",37,1,0.43,"0.35069"
"GO:0007095","mitotic G2 DNA damage checkpoint signali...",37,1,0.43,"0.35069"
"GO:0008340","determination of adult lifespan",37,1,0.43,"0.35069"
"GO:0010614","negative regulation of cardiac muscle hy...",37,1,0.43,"0.35069"
"GO:0021799","cerebral cortex radially oriented cell m...",37,1,0.43,"0.35069"
"GO:0031114","regulation of microtubule depolymerizati...",37,1,0.43,"0.35069"
"GO:0032228","regulation of synaptic transmission, GAB...",37,1,0.43,"0.35069"
"GO:0032366","intracellular sterol transport",37,1,0.43,"0.35069"
"GO:0033144","negative regulation of intracellular ste...",37,1,0.43,"0.35069"
"GO:0034368","protein-lipid complex remodeling",37,1,0.43,"0.35069"
"GO:0034369","plasma lipoprotein particle remodeling",37,1,0.43,"0.35069"
"GO:0042462","eye photoreceptor cell development",37,1,0.43,"0.35069"
"GO:0045773","positive regulation of axon extension",37,1,0.43,"0.35069"
"GO:0048265","response to pain",37,1,0.43,"0.35069"
"GO:0051385","response to mineralocorticoid",37,1,0.43,"0.35069"
"GO:0070633","transepithelial transport",37,1,0.43,"0.35069"
"GO:0071425","hematopoietic stem cell proliferation",37,1,0.43,"0.35069"
"GO:0071676","negative regulation of mononuclear cell ...",37,1,0.43,"0.35069"
"GO:1903725","regulation of phospholipid metabolic pro...",37,1,0.43,"0.35069"
"GO:1904385","cellular response to angiotensin",37,1,0.43,"0.35069"
"GO:0022409","positive regulation of cell-cell adhesio...",337,5,3.91,"0.35265"
"GO:0051251","positive regulation of lymphocyte activa...",337,5,3.91,"0.35265"
"GO:0060562","epithelial tube morphogenesis",337,5,3.91,"0.35265"
"GO:0031214","biomineral tissue development",182,3,2.11,"0.35333"
"GO:0023061","signal release",497,7,5.76,"0.35468"
"GO:0008104","protein localization",2565,32,29.74,"0.35541"
"GO:0002262","myeloid cell homeostasis",183,3,2.12,"0.35649"
"GO:0048010","vascular endothelial growth factor recep...",108,2,1.25,"0.35686"
"GO:0050829","defense response to Gram-negative bacter...",108,2,1.25,"0.35686"
"GO:0006605","protein targeting",339,5,3.93,"0.35724"
"GO:0019221","cytokine-mediated signaling pathway",579,8,6.71,"0.35752"
"GO:0009057","macromolecule catabolic process",1565,20,18.14,"0.35780"
"GO:0006699","bile acid biosynthetic process",38,1,0.44,"0.35824"
"GO:0007431","salivary gland development",38,1,0.44,"0.35824"
"GO:0010664","negative regulation of striated muscle c...",38,1,0.44,"0.35824"
"GO:0010742","macrophage derived foam cell differentia...",38,1,0.44,"0.35824"
"GO:0021696","cerebellar cortex morphogenesis",38,1,0.44,"0.35824"
"GO:0035909","aorta morphogenesis",38,1,0.44,"0.35824"
"GO:0045589","regulation of regulatory T cell differen...",38,1,0.44,"0.35824"
"GO:0045652","regulation of megakaryocyte differentiat...",38,1,0.44,"0.35824"
"GO:0046164","alcohol catabolic process",38,1,0.44,"0.35824"
"GO:0046677","response to antibiotic",38,1,0.44,"0.35824"
"GO:0048730","epidermis morphogenesis",38,1,0.44,"0.35824"
"GO:0055023","positive regulation of cardiac muscle ti...",38,1,0.44,"0.35824"
"GO:0070316","regulation of G0 to G1 transition",38,1,0.44,"0.35824"
"GO:1900181","negative regulation of protein localizat...",38,1,0.44,"0.35824"
"GO:0032984","protein-containing complex disassembly",261,4,3.03,"0.35857"
"GO:0006109","regulation of carbohydrate metabolic pro...",184,3,2.13,"0.35965"
"GO:0051253","negative regulation of RNA metabolic pro...",1401,18,16.24,"0.35999"
"GO:0019217","regulation of fatty acid metabolic proce...",109,2,1.26,"0.36104"
"GO:0046883","regulation of hormone secretion",262,4,3.04,"0.36120"
"GO:0016032","viral process",421,6,4.88,"0.36269"
"GO:0006029","proteoglycan metabolic process",110,2,1.28,"0.36521"
"GO:0006939","smooth muscle contraction",110,2,1.28,"0.36521"
"GO:0031341","regulation of cell killing",110,2,1.28,"0.36521"
"GO:0046545","development of primary female sexual cha...",110,2,1.28,"0.36521"
"GO:0048675","axon extension",110,2,1.28,"0.36521"
"GO:0090398","cellular senescence",110,2,1.28,"0.36521"
"GO:0007031","peroxisome organization",39,1,0.45,"0.36569"
"GO:0009595","detection of biotic stimulus",39,1,0.45,"0.36569"
"GO:0019228","neuronal action potential",39,1,0.45,"0.36569"
"GO:0032205","negative regulation of telomere maintena...",39,1,0.45,"0.36569"
"GO:0032350","regulation of hormone metabolic process",39,1,0.45,"0.36569"
"GO:0034367","protein-containing complex remodeling",39,1,0.45,"0.36569"
"GO:0034389","lipid droplet organization",39,1,0.45,"0.36569"
"GO:0035633","maintenance of blood-brain barrier",39,1,0.45,"0.36569"
"GO:0042044","fluid transport",39,1,0.45,"0.36569"
"GO:0042755","eating behavior",39,1,0.45,"0.36569"
"GO:0046473","phosphatidic acid metabolic process",39,1,0.45,"0.36569"
"GO:0048741","skeletal muscle fiber development",39,1,0.45,"0.36569"
"GO:0060122","inner ear receptor cell stereocilium org...",39,1,0.45,"0.36569"
"GO:0070229","negative regulation of lymphocyte apopto...",39,1,0.45,"0.36569"
"GO:0070884","regulation of calcineurin-NFAT signaling...",39,1,0.45,"0.36569"
"GO:0090077","foam cell differentiation",39,1,0.45,"0.36569"
"GO:0140448","signaling receptor ligand precursor proc...",39,1,0.45,"0.36569"
"GO:0002753","cytoplasmic pattern recognition receptor...",186,3,2.16,"0.36597"
"GO:0042742","defense response to bacterium",343,5,3.98,"0.36643"
"GO:0070727","cellular macromolecule localization",2578,32,29.89,"0.36671"
"GO:0019827","stem cell population maintenance",187,3,2.17,"0.36912"
"GO:0007040","lysosome organization",111,2,1.29,"0.36937"
"GO:0009308","amine metabolic process",111,2,1.29,"0.36937"
"GO:0035249","synaptic transmission, glutamatergic",111,2,1.29,"0.36937"
"GO:0080171","lytic vacuole organization",111,2,1.29,"0.36937"
"GO:0046649","lymphocyte activation",831,11,9.63,"0.36984"
"GO:0051603","proteolysis involved in protein cataboli...",831,11,9.63,"0.36984"
"GO:0002833","positive regulation of response to bioti...",425,6,4.93,"0.37096"
"GO:0051345","positive regulation of hydrolase activit...",188,3,2.18,"0.37227"
"GO:0071772","response to BMP",188,3,2.18,"0.37227"
"GO:0071773","cellular response to BMP stimulus",188,3,2.18,"0.37227"
"GO:0001941","postsynaptic membrane organization",40,1,0.46,"0.37306"
"GO:0006688","glycosphingolipid biosynthetic process",40,1,0.46,"0.37306"
"GO:0009303","rRNA transcription",40,1,0.46,"0.37306"
"GO:0010591","regulation of lamellipodium assembly",40,1,0.46,"0.37306"
"GO:0035886","vascular associated smooth muscle cell d...",40,1,0.46,"0.37306"
"GO:0045023","G0 to G1 transition",40,1,0.46,"0.37306"
"GO:0045730","respiratory burst",40,1,0.46,"0.37306"
"GO:0045745","positive regulation of G protein-coupled...",40,1,0.46,"0.37306"
"GO:0045923","positive regulation of fatty acid metabo...",40,1,0.46,"0.37306"
"GO:0048536","spleen development",40,1,0.46,"0.37306"
"GO:0048873","homeostasis of number of cells within a ...",40,1,0.46,"0.37306"
"GO:0051125","regulation of actin nucleation",40,1,0.46,"0.37306"
"GO:0052652","cyclic purine nucleotide metabolic proce...",40,1,0.46,"0.37306"
"GO:0070269","pyroptotic inflammatory response",40,1,0.46,"0.37306"
"GO:0072337","modified amino acid transport",40,1,0.46,"0.37306"
"GO:0106056","regulation of calcineurin-mediated signa...",40,1,0.46,"0.37306"
"GO:1905898","positive regulation of response to endop...",40,1,0.46,"0.37306"
"GO:0032204","regulation of telomere maintenance",112,2,1.3,"0.37352"
"GO:0051241","negative regulation of multicellular org...",1249,16,14.48,"0.37648"
"GO:0046903","secretion",1001,13,11.6,"0.37729"
"GO:0006664","glycolipid metabolic process",113,2,1.31,"0.37766"
"GO:0030316","osteoclast differentiation",113,2,1.31,"0.37766"
"GO:0007017","microtubule-based process",1003,13,11.63,"0.38001"
"GO:0003203","endocardial cushion morphogenesis",41,1,0.48,"0.38034"
"GO:0009066","aspartate family amino acid metabolic pr...",41,1,0.48,"0.38034"
"GO:0009187","cyclic nucleotide metabolic process",41,1,0.48,"0.38034"
"GO:0014912","negative regulation of smooth muscle cel...",41,1,0.48,"0.38034"
"GO:0018279","protein N-linked glycosylation via aspar...",41,1,0.48,"0.38034"
"GO:0032728","positive regulation of interferon-beta p...",41,1,0.48,"0.38034"
"GO:0032814","regulation of natural killer cell activa...",41,1,0.48,"0.38034"
"GO:0032965","regulation of collagen biosynthetic proc...",41,1,0.48,"0.38034"
"GO:0060392","negative regulation of SMAD protein sign...",41,1,0.48,"0.38034"
"GO:0062098","regulation of programmed necrotic cell d...",41,1,0.48,"0.38034"
"GO:0070302","regulation of stress-activated protein k...",41,1,0.48,"0.38034"
"GO:0071542","dopaminergic neuron differentiation",41,1,0.48,"0.38034"
"GO:0072210","metanephric nephron development",41,1,0.48,"0.38034"
"GO:0090199","regulation of release of cytochrome c fr...",41,1,0.48,"0.38034"
"GO:1900016","negative regulation of cytokine producti...",41,1,0.48,"0.38034"
"GO:1904861","excitatory synapse assembly",41,1,0.48,"0.38034"
"GO:0098727","maintenance of cell number",191,3,2.21,"0.38170"
"GO:0006955","immune response",2174,27,25.2,"0.38173"
"GO:0030148","sphingolipid biosynthetic process",114,2,1.32,"0.38179"
"GO:0071902","positive regulation of protein serine/th...",114,2,1.32,"0.38179"
"GO:1903509","liposaccharide metabolic process",114,2,1.32,"0.38179"
"GO:0007059","chromosome segregation",431,6,5,"0.38337"
"GO:0001837","epithelial to mesenchymal transition",192,3,2.23,"0.38484"
"GO:0045580","regulation of T cell differentiation",192,3,2.23,"0.38484"
"GO:0030098","lymphocyte differentiation",432,6,5.01,"0.38544"
"GO:0001819","positive regulation of cytokine producti...",514,7,5.96,"0.38688"
"GO:0007159","leukocyte cell-cell adhesion",433,6,5.02,"0.38751"
"GO:0006476","protein deacetylation",42,1,0.49,"0.38754"
"GO:0010951","negative regulation of endopeptidase act...",42,1,0.49,"0.38754"
"GO:0030851","granulocyte differentiation",42,1,0.49,"0.38754"
"GO:0032094","response to food",42,1,0.49,"0.38754"
"GO:0032733","positive regulation of interleukin-10 pr...",42,1,0.49,"0.38754"
"GO:0042417","dopamine metabolic process",42,1,0.49,"0.38754"
"GO:0045066","regulatory T cell differentiation",42,1,0.49,"0.38754"
"GO:0046427","positive regulation of receptor signalin...",42,1,0.49,"0.38754"
"GO:0046461","neutral lipid catabolic process",42,1,0.49,"0.38754"
"GO:0046464","acylglycerol catabolic process",42,1,0.49,"0.38754"
"GO:0046676","negative regulation of insulin secretion",42,1,0.49,"0.38754"
"GO:0060251","regulation of glial cell proliferation",42,1,0.49,"0.38754"
"GO:0060421","positive regulation of heart growth",42,1,0.49,"0.38754"
"GO:0060999","positive regulation of dendritic spine d...",42,1,0.49,"0.38754"
"GO:0070232","regulation of T cell apoptotic process",42,1,0.49,"0.38754"
"GO:0071354","cellular response to interleukin-6",42,1,0.49,"0.38754"
"GO:1901532","regulation of hematopoietic progenitor c...",42,1,0.49,"0.38754"
"GO:1903115","regulation of actin filament-based movem...",42,1,0.49,"0.38754"
"GO:0007254","JNK cascade",193,3,2.24,"0.38797"
"GO:0019941","modification-dependent protein catabolic...",679,9,7.87,"0.38902"
"GO:0006954","inflammatory response",927,12,10.75,"0.38947"
"GO:0007416","synapse assembly",273,4,3.16,"0.39010"
"GO:0050708","regulation of protein secretion",273,4,3.16,"0.39010"
"GO:0070663","regulation of leukocyte proliferation",273,4,3.16,"0.39010"
"GO:0071216","cellular response to biotic stimulus",273,4,3.16,"0.39010"
"GO:0000910","cytokinesis",194,3,2.25,"0.39110"
"GO:1903706","regulation of hemopoiesis",436,6,5.05,"0.39372"
"GO:0043547","positive regulation of GTPase activity",117,2,1.36,"0.39411"
"GO:0007099","centriole replication",43,1,0.5,"0.39466"
"GO:0007595","lactation",43,1,0.5,"0.39466"
"GO:0009268","response to pH",43,1,0.5,"0.39466"
"GO:0014904","myotube cell development",43,1,0.5,"0.39466"
"GO:0016202","regulation of striated muscle tissue dev...",43,1,0.5,"0.39466"
"GO:0045022","early endosome to late endosome transpor...",43,1,0.5,"0.39466"
"GO:0045746","negative regulation of Notch signaling p...",43,1,0.5,"0.39466"
"GO:0046839","phospholipid dephosphorylation",43,1,0.5,"0.39466"
"GO:0048246","macrophage chemotaxis",43,1,0.5,"0.39466"
"GO:0060412","ventricular septum morphogenesis",43,1,0.5,"0.39466"
"GO:0120033","negative regulation of plasma membrane b...",43,1,0.5,"0.39466"
"GO:0150052","regulation of postsynapse assembly",43,1,0.5,"0.39466"
"GO:1900225","regulation of NLRP3 inflammasome complex...",43,1,0.5,"0.39466"
"GO:1905168","positive regulation of double-strand bre...",43,1,0.5,"0.39466"
"GO:2001258","negative regulation of cation channel ac...",43,1,0.5,"0.39466"
"GO:0033365","protein localization to organelle",1014,13,11.75,"0.39501"
"GO:0043632","modification-dependent macromolecule cat...",684,9,7.93,"0.39731"
"GO:0001824","blastocyst development",118,2,1.37,"0.39819"
"GO:0002253","activation of immune response",603,8,6.99,"0.39978"
"GO:0051249","regulation of lymphocyte activation",521,7,6.04,"0.40018"
"GO:1905475","regulation of protein localization to me...",197,3,2.28,"0.40047"
"GO:0031111","negative regulation of microtubule polym...",44,1,0.51,"0.40169"
"GO:0032735","positive regulation of interleukin-12 pr...",44,1,0.51,"0.40169"
"GO:0045429","positive regulation of nitric oxide bios...",44,1,0.51,"0.40169"
"GO:0046006","regulation of activated T cell prolifera...",44,1,0.51,"0.40169"
"GO:0048821","erythrocyte development",44,1,0.51,"0.40169"
"GO:0051084","'de novo' post-translational protein fol...",44,1,0.51,"0.40169"
"GO:0051938","L-glutamate import",44,1,0.51,"0.40169"
"GO:0060236","regulation of mitotic spindle organizati...",44,1,0.51,"0.40169"
"GO:0031640","killing of cells of another organism",119,2,1.38,"0.40225"
"GO:0141061","disruption of cell in another organism",119,2,1.38,"0.40225"
"GO:0050789","regulation of biological process",12399,146,143.74,"0.40274"
"GO:0006334","nucleosome assembly",120,2,1.39,"0.40631"
"GO:0007006","mitochondrial membrane organization",120,2,1.39,"0.40631"
"GO:1902106","negative regulation of leukocyte differe...",120,2,1.39,"0.40631"
"GO:0032271","regulation of protein polymerization",199,3,2.31,"0.40669"
"GO:0001825","blastocyst formation",45,1,0.52,"0.40864"
"GO:0021517","ventral spinal cord development",45,1,0.52,"0.40864"
"GO:0032092","positive regulation of protein binding",45,1,0.52,"0.40864"
"GO:0051602","response to electrical stimulus",45,1,0.52,"0.40864"
"GO:0060338","regulation of type I interferon-mediated...",45,1,0.52,"0.40864"
"GO:0060428","lung epithelium development",45,1,0.52,"0.40864"
"GO:0061001","regulation of dendritic spine morphogene...",45,1,0.52,"0.40864"
"GO:1901016","regulation of potassium ion transmembran...",45,1,0.52,"0.40864"
"GO:1904407","positive regulation of nitric oxide meta...",45,1,0.52,"0.40864"
"GO:0002706","regulation of lymphocyte mediated immuni...",200,3,2.32,"0.40980"
"GO:0006661","phosphatidylinositol biosynthetic proces...",121,2,1.4,"0.41035"
"GO:0007088","regulation of mitotic nuclear division",121,2,1.4,"0.41035"
"GO:0015908","fatty acid transport",121,2,1.4,"0.41035"
"GO:0034341","response to type II interferon",121,2,1.4,"0.41035"
"GO:1902414","protein localization to cell junction",121,2,1.4,"0.41035"
"GO:0140014","mitotic nuclear division",282,4,3.27,"0.41361"
"GO:0045934","negative regulation of nucleobase-contai...",1532,19,17.76,"0.41408"
"GO:0051261","protein depolymerization",122,2,1.41,"0.41438"
"GO:0060537","muscle tissue development",446,6,5.17,"0.41440"
"GO:0003016","respiratory system process",46,1,0.53,"0.41551"
"GO:0005978","glycogen biosynthetic process",46,1,0.53,"0.41551"
"GO:0006911","phagocytosis, engulfment",46,1,0.53,"0.41551"
"GO:0009225","nucleotide-sugar metabolic process",46,1,0.53,"0.41551"
"GO:0009250","glucan biosynthetic process",46,1,0.53,"0.41551"
"GO:0010463","mesenchymal cell proliferation",46,1,0.53,"0.41551"
"GO:0014014","negative regulation of gliogenesis",46,1,0.53,"0.41551"
"GO:0021587","cerebellum morphogenesis",46,1,0.53,"0.41551"
"GO:0031638","zymogen activation",46,1,0.53,"0.41551"
"GO:0033574","response to testosterone",46,1,0.53,"0.41551"
"GO:0034314","Arp2/3 complex-mediated actin nucleation",46,1,0.53,"0.41551"
"GO:0044546","NLRP3 inflammasome complex assembly",46,1,0.53,"0.41551"
"GO:0045047","protein targeting to ER",46,1,0.53,"0.41551"
"GO:0045646","regulation of erythrocyte differentiatio...",46,1,0.53,"0.41551"
"GO:0048483","autonomic nervous system development",46,1,0.53,"0.41551"
"GO:0070741","response to interleukin-6",46,1,0.53,"0.41551"
"GO:0097106","postsynaptic density organization",46,1,0.53,"0.41551"
"GO:1904646","cellular response to amyloid-beta",46,1,0.53,"0.41551"
"GO:0002520","immune system development",202,3,2.34,"0.41599"
"GO:0006520","amino acid metabolic process",283,4,3.28,"0.41621"
"GO:0030301","cholesterol transport",123,2,1.43,"0.41839"
"GO:0051224","negative regulation of protein transport",123,2,1.43,"0.41839"
"GO:0141060","disruption of anatomical structure in an...",123,2,1.43,"0.41839"
"GO:0006163","purine nucleotide metabolic process",448,6,5.19,"0.41853"
"GO:0046474","glycerophospholipid biosynthetic process",203,3,2.35,"0.41908"
"GO:0007020","microtubule nucleation",47,1,0.54,"0.42231"
"GO:0007157","heterophilic cell-cell adhesion via plas...",47,1,0.54,"0.42231"
"GO:0007520","myoblast fusion",47,1,0.54,"0.42231"
"GO:0010824","regulation of centrosome duplication",47,1,0.54,"0.42231"
"GO:0032480","negative regulation of type I interferon...",47,1,0.54,"0.42231"
"GO:0032941","secretion by tissue",47,1,0.54,"0.42231"
"GO:0033173","calcineurin-NFAT signaling cascade",47,1,0.54,"0.42231"
"GO:0042168","heme metabolic process",47,1,0.54,"0.42231"
"GO:0042789","mRNA transcription by RNA polymerase II",47,1,0.54,"0.42231"
"GO:0044273","sulfur compound catabolic process",47,1,0.54,"0.42231"
"GO:0045840","positive regulation of mitotic nuclear d...",47,1,0.54,"0.42231"
"GO:0048634","regulation of muscle organ development",47,1,0.54,"0.42231"
"GO:0050798","activated T cell proliferation",47,1,0.54,"0.42231"
"GO:0043500","muscle adaptation",124,2,1.44,"0.42239"
"GO:0071887","leukocyte apoptotic process",124,2,1.44,"0.42239"
"GO:0072009","nephron epithelium development",124,2,1.44,"0.42239"
"GO:0048839","inner ear development",205,3,2.38,"0.42524"
"GO:0021761","limbic system development",125,2,1.45,"0.42638"
"GO:0046660","female sex differentiation",125,2,1.45,"0.42638"
"GO:0062014","negative regulation of small molecule me...",125,2,1.45,"0.42638"
"GO:0140352","export from cell",953,12,11.05,"0.42656"
"GO:0010634","positive regulation of epithelial cell m...",48,1,0.56,"0.42902"
"GO:0010837","regulation of keratinocyte proliferation",48,1,0.56,"0.42902"
"GO:0019674","NAD metabolic process",48,1,0.56,"0.42902"
"GO:0031295","T cell costimulation",48,1,0.56,"0.42902"
"GO:0032309","icosanoid secretion",48,1,0.56,"0.42902"
"GO:0033138","positive regulation of peptidyl-serine p...",48,1,0.56,"0.42902"
"GO:0042119","neutrophil activation",48,1,0.56,"0.42902"
"GO:0048066","developmental pigmentation",48,1,0.56,"0.42902"
"GO:0061383","trabecula morphogenesis",48,1,0.56,"0.42902"
"GO:0090224","regulation of spindle organization",48,1,0.56,"0.42902"
"GO:0098534","centriole assembly",48,1,0.56,"0.42902"
"GO:0120163","negative regulation of cold-induced ther...",48,1,0.56,"0.42902"
"GO:0140632","canonical inflammasome complex assembly",48,1,0.56,"0.42902"
"GO:0141085","regulation of inflammasome-mediated sign...",48,1,0.56,"0.42902"
"GO:1902622","regulation of neutrophil migration",48,1,0.56,"0.42902"
"GO:1903587","regulation of blood vessel endothelial c...",48,1,0.56,"0.42902"
"GO:1905145","cellular response to acetylcholine",48,1,0.56,"0.42902"
"GO:0002221","pattern recognition receptor signaling p...",288,4,3.34,"0.42918"
"GO:0010717","regulation of epithelial to mesenchymal ...",126,2,1.46,"0.43035"
"GO:0007623","circadian rhythm",207,3,2.4,"0.43138"
"GO:0031349","positive regulation of defense response",538,7,6.24,"0.43242"
"GO:0002696","positive regulation of leukocyte activat...",372,5,4.31,"0.43290"
"GO:0009306","protein secretion",372,5,4.31,"0.43290"
