"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",FALSE,1,46,219,1,0.0045662100456621,0.0217391304347826,"GO:1902041","GO:BP","regulation of extrinsic apoptotic signaling pathway via death domain receptors",21026,21676,"GO:0008625;GO:2001236"
"query_1",FALSE,1,25,219,1,0.0045662100456621,0.04,"GO:1901623","GO:BP","regulation of lymphocyte chemotaxis",21026,21322,"GO:0002688;GO:0048247;GO:2000401"
"query_1",FALSE,1,100,219,3,0.0136986301369863,0.03,"GO:1901606","GO:BP","alpha-amino acid catabolic process",21026,21312,"GO:0009063;GO:0046395;GO:1901605"
"query_1",FALSE,1,15,219,1,0.0045662100456621,0.0666666666666667,"GO:1901160","GO:BP","primary amino compound metabolic process",21026,20990,"GO:0008152"
"query_1",FALSE,1,594,219,3,0.0136986301369863,0.00505050505050505,"GO:1901137","GO:BP","carbohydrate derivative biosynthetic process",21026,20971,"GO:0009058;GO:1901135"
"query_1",FALSE,1,257,219,6,0.0273972602739726,0.0233463035019455,"GO:1901136","GO:BP","carbohydrate derivative catabolic process",21026,20970,"GO:0009056;GO:1901135"
"query_1",FALSE,1,983,219,15,0.0684931506849315,0.0152594099694812,"GO:1901135","GO:BP","carbohydrate derivative metabolic process",21026,20969,"GO:0008152"
"query_1",FALSE,1,37,219,2,0.0091324200913242,0.0540540540540541,"GO:1901099","GO:BP","negative regulation of signal transduction in absence of ligand",21026,20937,"GO:0009968;GO:0038034"
"query_1",FALSE,1,9,219,1,0.0045662100456621,0.111111111111111,"GO:1901030","GO:BP","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",21026,20878,"GO:0010638;GO:0035794;GO:0051050;GO:0097345;GO:1901028"
"query_1",FALSE,1,16,219,1,0.0045662100456621,0.0625,"GO:1901029","GO:BP","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",21026,20877,"GO:0010639;GO:0035795;GO:0097345;GO:1901028;GO:2001234"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1901161","GO:BP","primary amino compound catabolic process",21026,20991,"GO:0009056;GO:1901160"
"query_1",FALSE,1,25,219,2,0.0091324200913242,0.08,"GO:1901028","GO:BP","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",21026,20876,"GO:0010821;GO:0046902;GO:0051049;GO:0097345"
"query_1",FALSE,1,23,219,1,0.0045662100456621,0.0434782608695652,"GO:1901020","GO:BP","negative regulation of calcium ion transmembrane transporter activity",21026,20868,"GO:0032413;GO:1901019;GO:1903170"
"query_1",FALSE,1,60,219,2,0.0091324200913242,0.0333333333333333,"GO:1901019","GO:BP","regulation of calcium ion transmembrane transporter activity",21026,20867,"GO:0032412;GO:1903169"
"query_1",FALSE,1,40,219,1,0.0045662100456621,0.025,"GO:1901016","GO:BP","regulation of potassium ion transmembrane transporter activity",21026,20864,"GO:0032412;GO:1901379"
"query_1",FALSE,1,2,219,1,0.0045662100456621,0.5,"GO:1900756","GO:BP","protein processing in phagocytic vesicle",21026,20656,"GO:0016485"
"query_1",FALSE,1,24,219,1,0.0045662100456621,0.0416666666666667,"GO:1900746","GO:BP","regulation of vascular endothelial growth factor signaling pathway",21026,20648,"GO:0009966;GO:0038084;GO:1902547"
"query_1",FALSE,1,28,219,1,0.0045662100456621,0.0357142857142857,"GO:1900745","GO:BP","positive regulation of p38MAPK cascade",21026,20647,"GO:0038066;GO:0043410;GO:1900744"
"query_1",FALSE,1,41,219,2,0.0091324200913242,0.048780487804878,"GO:1900744","GO:BP","regulation of p38MAPK cascade",21026,20646,"GO:0038066;GO:0043408"
"query_1",FALSE,1,28,219,2,0.0091324200913242,0.0714285714285714,"GO:1901021","GO:BP","positive regulation of calcium ion transmembrane transporter activity",21026,20869,"GO:0032414;GO:1901019;GO:1904427"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:1901166","GO:BP","neural crest cell migration involved in autonomic nervous system development",21026,20996,"GO:0001755;GO:0048483"
"query_1",FALSE,1,69,219,2,0.0091324200913242,0.0289855072463768,"GO:1901184","GO:BP","regulation of ERBB signaling pathway",21026,21012,"GO:0009966;GO:0038127"
"query_1",FALSE,1,30,219,2,0.0091324200913242,0.0666666666666667,"GO:1901186","GO:BP","positive regulation of ERBB signaling pathway",21026,21014,"GO:0009967;GO:0038127;GO:1901184"
"query_1",FALSE,1,214,219,4,0.0182648401826484,0.0186915887850467,"GO:1901605","GO:BP","alpha-amino acid metabolic process",21026,21311,"GO:0006520;GO:0019752"
"query_1",FALSE,1,51,219,1,0.0045662100456621,0.0196078431372549,"GO:1901570","GO:BP","fatty acid derivative biosynthetic process",21026,21294,"GO:0008610;GO:1901568"
"query_1",FALSE,1,77,219,2,0.0091324200913242,0.025974025974026,"GO:1901568","GO:BP","fatty acid derivative metabolic process",21026,21292,"GO:0006629"
"query_1",FALSE,1,41,219,1,0.0045662100456621,0.024390243902439,"GO:1901532","GO:BP","regulation of hematopoietic progenitor cell differentiation",21026,21267,"GO:0002244;GO:0045595"
"query_1",FALSE,1,13,219,1,0.0045662100456621,0.0769230769230769,"GO:1901503","GO:BP","ether biosynthetic process",21026,21245,"GO:0009058;GO:0018904"
"query_1",FALSE,1,34,219,1,0.0045662100456621,0.0294117647058824,"GO:1901381","GO:BP","positive regulation of potassium ion transmembrane transport",21026,21153,"GO:0043268;GO:0071805;GO:1901379;GO:1904064"
"query_1",FALSE,1,79,219,3,0.0136986301369863,0.0379746835443038,"GO:1901379","GO:BP","regulation of potassium ion transmembrane transport",21026,21151,"GO:0043266;GO:0071805;GO:1904062"
"query_1",FALSE,1,109,219,5,0.0228310502283105,0.0458715596330275,"GO:1901343","GO:BP","negative regulation of vasculature development",21026,21127,"GO:0001944;GO:0051093;GO:0051241;GO:1901342"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:1901341","GO:BP","positive regulation of store-operated calcium channel activity",21026,21125,"GO:1901021;GO:1901339;GO:2001259"
"query_1",FALSE,1,7,219,1,0.0045662100456621,0.142857142857143,"GO:1901339","GO:BP","regulation of store-operated calcium channel activity",21026,21123,"GO:1901019;GO:2001257"
"query_1",FALSE,1,7,219,1,0.0045662100456621,0.142857142857143,"GO:1901299","GO:BP","negative regulation of hydrogen peroxide-mediated programmed cell death",21026,21095,"GO:0010421;GO:0043069;GO:1901298"
"query_1",FALSE,1,10,219,1,0.0045662100456621,0.1,"GO:1901298","GO:BP","regulation of hydrogen peroxide-mediated programmed cell death",21026,21094,"GO:0010421;GO:0043067"
"query_1",FALSE,1,314,219,4,0.0182648401826484,0.0127388535031847,"GO:1901293","GO:BP","nucleoside phosphate biosynthetic process",21026,21093,"GO:0006753;GO:0034654;GO:0090407"
"query_1",FALSE,1,185,219,2,0.0091324200913242,0.0108108108108108,"GO:1901292","GO:BP","nucleoside phosphate catabolic process",21026,21092,"GO:0006753;GO:0034655;GO:0046434"
"query_1",FALSE,1,90,219,1,0.0045662100456621,0.0111111111111111,"GO:1901264","GO:BP","carbohydrate derivative transport",21026,21065,"GO:0006810"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1901194","GO:BP","negative regulation of formation of translation preinitiation complex",21026,21022,"GO:0001731;GO:0031333;GO:1901193;GO:1904689"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1901193","GO:BP","regulation of formation of translation preinitiation complex",21026,21021,"GO:0001731;GO:0043254;GO:1904688"
"query_1",FALSE,1,68,219,3,0.0136986301369863,0.0441176470588235,"GO:1901607","GO:BP","alpha-amino acid biosynthetic process",21026,21313,"GO:0008652;GO:0046394;GO:1901605"
"query_1",FALSE,1,84,219,1,0.0045662100456621,0.0119047619047619,"GO:1900542","GO:BP","regulation of purine nucleotide metabolic process",21026,20457,"GO:0006140;GO:0006163"
"query_1",FALSE,1,29,219,1,0.0045662100456621,0.0344827586206897,"GO:1902042","GO:BP","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",21026,21677,"GO:0008625;GO:1902041;GO:2001237"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:1902075","GO:BP","cellular response to salt",21026,21706,"GO:0070887;GO:1902074"
"query_1",FALSE,1,169,219,2,0.0091324200913242,0.0118343195266272,"GO:1902850","GO:BP","microtubule cytoskeleton organization involved in mitosis",21026,22253,"GO:0000226;GO:1903047"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1902847","GO:BP","regulation of neuronal signal transduction",21026,22250,"GO:0009966;GO:0023041"
"query_1",FALSE,1,61,219,2,0.0091324200913242,0.0327868852459016,"GO:1902808","GO:BP","positive regulation of cell cycle G1/S phase transition",21026,22220,"GO:0044843;GO:1901989;GO:1902806"
"query_1",FALSE,1,61,219,3,0.0136986301369863,0.0491803278688525,"GO:1902807","GO:BP","negative regulation of cell cycle G1/S phase transition",21026,22219,"GO:0044843;GO:1901988;GO:1902806"
"query_1",FALSE,1,176,219,6,0.0273972602739726,0.0340909090909091,"GO:1902806","GO:BP","regulation of cell cycle G1/S phase transition",21026,22218,"GO:0044843;GO:1901987"
"query_1",FALSE,1,31,219,2,0.0091324200913242,0.0645161290322581,"GO:1902751","GO:BP","positive regulation of cell cycle G2/M phase transition",21026,22172,"GO:0044839;GO:1901989;GO:1902749"
"query_1",FALSE,1,71,219,2,0.0091324200913242,0.028169014084507,"GO:1902750","GO:BP","negative regulation of cell cycle G2/M phase transition",21026,22171,"GO:0044839;GO:1901988;GO:1902749"
"query_1",FALSE,1,76,219,1,0.0045662100456621,0.0131578947368421,"GO:1902893","GO:BP","regulation of miRNA transcription",21026,22286,"GO:0006355;GO:0061614;GO:2000628"
"query_1",FALSE,1,118,219,4,0.0182648401826484,0.0338983050847458,"GO:1902749","GO:BP","regulation of cell cycle G2/M phase transition",21026,22170,"GO:0044839;GO:1901987"
"query_1",FALSE,1,51,219,2,0.0091324200913242,0.0392156862745098,"GO:1902743","GO:BP","regulation of lamellipodium organization",21026,22164,"GO:0097581;GO:0120035"
"query_1",FALSE,1,41,219,2,0.0091324200913242,0.048780487804878,"GO:1902742","GO:BP","apoptotic process involved in development",21026,22163,"GO:0006915;GO:0048856"
"query_1",FALSE,1,40,219,2,0.0091324200913242,0.05,"GO:1902686","GO:BP","mitochondrial outer membrane permeabilization involved in programmed cell death",21026,22136,"GO:0012501;GO:0035794"
"query_1",FALSE,1,1699,219,10,0.045662100456621,0.00588581518540318,"GO:1902680","GO:BP","positive regulation of RNA biosynthetic process",21026,22130,"GO:0010557;GO:0032774;GO:0051254;GO:2001141"
"query_1",FALSE,1,1296,219,17,0.0776255707762557,0.0131172839506173,"GO:1902679","GO:BP","negative regulation of RNA biosynthetic process",21026,22129,"GO:0010558;GO:0032774;GO:0051253;GO:2001141"
"query_1",FALSE,1,38,219,2,0.0091324200913242,0.0526315789473684,"GO:1902656","GO:BP","calcium ion import into cytosol",21026,22117,"GO:0006816"
"query_1",FALSE,1,61,219,3,0.0136986301369863,0.0491803278688525,"GO:1902653","GO:BP","secondary alcohol biosynthetic process",21026,22114,"GO:0046165;GO:1902652"
"query_1",FALSE,1,36,219,2,0.0091324200913242,0.0555555555555556,"GO:1902745","GO:BP","positive regulation of lamellipodium organization",21026,22166,"GO:0031346;GO:0097581;GO:1902743"
"query_1",FALSE,1,57,219,1,0.0045662100456621,0.0175438596491228,"GO:1902895","GO:BP","positive regulation of miRNA transcription",21026,22288,"GO:0045893;GO:0061614;GO:1902893;GO:2000630"
"query_1",FALSE,1,383,219,12,0.0547945205479452,0.031331592689295,"GO:1902903","GO:BP","regulation of supramolecular fiber organization",21026,22295,"GO:0051128;GO:0097435"
"query_1",FALSE,1,157,219,5,0.0228310502283105,0.0318471337579618,"GO:1902904","GO:BP","negative regulation of supramolecular fiber organization",21026,22296,"GO:0051129;GO:0097435;GO:1902903"
"query_1",FALSE,1,377,219,7,0.0319634703196347,0.0185676392572944,"GO:1903037","GO:BP","regulation of leukocyte cell-cell adhesion",21026,22398,"GO:0007159;GO:0022407"
"query_1",FALSE,1,75,219,3,0.0136986301369863,0.04,"GO:1903036","GO:BP","positive regulation of response to wounding",21026,22397,"GO:0009611;GO:0048584;GO:1903034"
"query_1",FALSE,1,170,219,3,0.0136986301369863,0.0176470588235294,"GO:1903034","GO:BP","regulation of response to wounding",21026,22395,"GO:0009611;GO:0080134"
"query_1",FALSE,1,12,219,1,0.0045662100456621,0.0833333333333333,"GO:1903019","GO:BP","negative regulation of glycoprotein metabolic process",21026,22386,"GO:0009100;GO:0051248;GO:1903018"
"query_1",FALSE,1,41,219,1,0.0045662100456621,0.024390243902439,"GO:1903018","GO:BP","regulation of glycoprotein metabolic process",21026,22385,"GO:0009100;GO:0051246"
"query_1",FALSE,1,10,219,1,0.0045662100456621,0.1,"GO:1903010","GO:BP","regulation of bone development",21026,22378,"GO:0060348;GO:2000026"
"query_1",FALSE,1,71,219,1,0.0045662100456621,0.0140845070422535,"GO:1903008","GO:BP","organelle disassembly",21026,22376,"GO:0006996;GO:0022411"
"query_1",FALSE,1,2,219,1,0.0045662100456621,0.5,"GO:1903006","GO:BP","positive regulation of protein K63-linked deubiquitination",21026,22374,"GO:0070536;GO:1903003;GO:1903004"
"query_1",FALSE,1,2,219,1,0.0045662100456621,0.5,"GO:1903004","GO:BP","regulation of protein K63-linked deubiquitination",21026,22372,"GO:0070536;GO:0090085"
"query_1",FALSE,1,5,219,1,0.0045662100456621,0.2,"GO:1903003","GO:BP","positive regulation of protein deubiquitination",21026,22371,"GO:0016579;GO:0090085;GO:1903322"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1902998","GO:BP","positive regulation of neurofibrillary tangle assembly",21026,22366,"GO:0090261;GO:1902988;GO:1902996"
"query_1",FALSE,1,2,219,1,0.0045662100456621,0.5,"GO:1902996","GO:BP","regulation of neurofibrillary tangle assembly",21026,22364,"GO:0090083;GO:1902988"
"query_1",FALSE,1,24,219,1,0.0045662100456621,0.0416666666666667,"GO:1902993","GO:BP","positive regulation of amyloid precursor protein catabolic process",21026,22361,"GO:0042987;GO:0051247;GO:1902991"
"query_1",FALSE,1,19,219,2,0.0091324200913242,0.105263157894737,"GO:1902992","GO:BP","negative regulation of amyloid precursor protein catabolic process",21026,22360,"GO:0042987;GO:0051248;GO:1902991"
"query_1",FALSE,1,42,219,2,0.0091324200913242,0.0476190476190476,"GO:1902991","GO:BP","regulation of amyloid precursor protein catabolic process",21026,22359,"GO:0042987;GO:0051246"
"query_1",FALSE,1,3,219,1,0.0045662100456621,0.333333333333333,"GO:1902988","GO:BP","neurofibrillary tangle assembly",21026,22356,"GO:0070841"
"query_1",FALSE,1,177,219,8,0.0365296803652968,0.0451977401129944,"GO:1902905","GO:BP","positive regulation of supramolecular fiber organization",21026,22297,"GO:0051130;GO:0097435;GO:1902903"
"query_1",FALSE,1,156,219,7,0.0319634703196347,0.0448717948717949,"GO:1902652","GO:BP","secondary alcohol metabolic process",21026,22113,"GO:0006066"
"query_1",FALSE,1,23,219,1,0.0045662100456621,0.0434782608695652,"GO:1902074","GO:BP","response to salt",21026,21705,"GO:0042221"
"query_1",FALSE,1,22,219,3,0.0136986301369863,0.136363636363636,"GO:1902644","GO:BP","tertiary alcohol metabolic process",21026,22108,"GO:0006066"
"query_1",FALSE,1,36,219,1,0.0045662100456621,0.0277777777777778,"GO:1902624","GO:BP","positive regulation of neutrophil migration",21026,22090,"GO:0002687;GO:1902622;GO:1990266"
"query_1",FALSE,1,34,219,1,0.0045662100456621,0.0294117647058824,"GO:1902235","GO:BP","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",21026,21843,"GO:0070059;GO:1905897;GO:2001242"
"query_1",FALSE,1,7,219,1,0.0045662100456621,0.142857142857143,"GO:1902231","GO:BP","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage",21026,21839,"GO:0008630;GO:1902229;GO:2001244"
"query_1",FALSE,1,30,219,3,0.0136986301369863,0.1,"GO:1902230","GO:BP","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",21026,21838,"GO:0008630;GO:1902229;GO:2001243"
"query_1",FALSE,1,38,219,4,0.0182648401826484,0.105263157894737,"GO:1902229","GO:BP","regulation of intrinsic apoptotic signaling pathway in response to DNA damage",21026,21837,"GO:0008630;GO:0080135;GO:2001242"
"query_1",FALSE,1,18,219,1,0.0045662100456621,0.0555555555555556,"GO:1902170","GO:BP","cellular response to reactive nitrogen species",21026,21782,"GO:1901699"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1902167","GO:BP","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",21026,21779,"GO:0042771;GO:1902165;GO:1902231;GO:1902255"
"query_1",FALSE,1,17,219,1,0.0045662100456621,0.0588235294117647,"GO:1902165","GO:BP","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",21026,21777,"GO:0042771;GO:1902229;GO:1902253"
"query_1",FALSE,1,20,219,1,0.0045662100456621,0.05,"GO:1902236","GO:BP","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",21026,21844,"GO:0070059;GO:1902235;GO:1903573;GO:2001243"
"query_1",FALSE,1,47,219,1,0.0045662100456621,0.0212765957446809,"GO:1902116","GO:BP","negative regulation of organelle assembly",21026,21741,"GO:0010639;GO:0070925;GO:1902115"
"query_1",FALSE,1,38,219,2,0.0091324200913242,0.0526315789473684,"GO:1902110","GO:BP","positive regulation of mitochondrial membrane permeability involved in apoptotic process",21026,21736,"GO:1902108;GO:1902686"
"query_1",FALSE,1,44,219,2,0.0091324200913242,0.0454545454545455,"GO:1902108","GO:BP","regulation of mitochondrial membrane permeability involved in apoptotic process",21026,21734,"GO:0008637;GO:0046902"
"query_1",FALSE,1,193,219,1,0.0045662100456621,0.00518134715025907,"GO:1902107","GO:BP","positive regulation of leukocyte differentiation",21026,21733,"GO:0002521;GO:1902105;GO:1903708"
"query_1",FALSE,1,111,219,2,0.0091324200913242,0.018018018018018,"GO:1902106","GO:BP","negative regulation of leukocyte differentiation",21026,21732,"GO:0002521;GO:1902105;GO:1903707"
"query_1",FALSE,1,330,219,4,0.0182648401826484,0.0121212121212121,"GO:1902105","GO:BP","regulation of leukocyte differentiation",21026,21731,"GO:0002521;GO:1903706"
"query_1",FALSE,1,96,219,1,0.0045662100456621,0.0104166666666667,"GO:1902099","GO:BP","regulation of metaphase/anaphase transition of cell cycle",21026,21725,"GO:0033045;GO:0044784;GO:1901987"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:1902083","GO:BP","negative regulation of peptidyl-cysteine S-nitrosylation",21026,21714,"GO:0018119;GO:0031400;GO:2000169"
"query_1",FALSE,1,234,219,3,0.0136986301369863,0.0128205128205128,"GO:1902115","GO:BP","regulation of organelle assembly",21026,21740,"GO:0033043;GO:0044087;GO:0070925"
"query_1",FALSE,1,32,219,1,0.0045662100456621,0.03125,"GO:1902253","GO:BP","regulation of intrinsic apoptotic signaling pathway by p53 class mediator",21026,21859,"GO:0072332;GO:1901796;GO:2001242"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:1902255","GO:BP","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator",21026,21861,"GO:0072332;GO:1901798;GO:1902253;GO:2001244"
"query_1",FALSE,1,4,219,1,0.0045662100456621,0.25,"GO:1902262","GO:BP","apoptotic process involved in blood vessel morphogenesis",21026,21868,"GO:0048514;GO:0060561"
"query_1",FALSE,1,47,219,1,0.0045662100456621,0.0212765957446809,"GO:1902622","GO:BP","regulation of neutrophil migration",21026,22088,"GO:0002685;GO:1990266"
"query_1",FALSE,1,18,219,1,0.0045662100456621,0.0555555555555556,"GO:1902570","GO:BP","protein localization to nucleolus",21026,22061,"GO:0034504"
"query_1",FALSE,1,14,219,1,0.0045662100456621,0.0714285714285714,"GO:1902548","GO:BP","negative regulation of cellular response to vascular endothelial growth factor stimulus",21026,22047,"GO:0035924;GO:0090288;GO:1902547"
"query_1",FALSE,1,26,219,2,0.0091324200913242,0.0769230769230769,"GO:1902547","GO:BP","regulation of cellular response to vascular endothelial growth factor stimulus",21026,22046,"GO:0035924;GO:0090287"
"query_1",FALSE,1,662,219,14,0.0639269406392694,0.0211480362537764,"GO:1902532","GO:BP","negative regulation of intracellular signal transduction",21026,22042,"GO:0009968;GO:0035556;GO:1902531"
"query_1",FALSE,1,16,219,1,0.0045662100456621,0.0625,"GO:1902514","GO:BP","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel",21026,22027,"GO:0061577;GO:1903169"
"query_1",FALSE,1,70,219,1,0.0045662100456621,0.0142857142857143,"GO:1902475","GO:BP","L-alpha-amino acid transmembrane transport",21026,22006,"GO:0003333;GO:0015807;GO:1905039"
"query_1",FALSE,1,48,219,1,0.0045662100456621,0.0208333333333333,"GO:1902459","GO:BP","positive regulation of stem cell population maintenance",21026,21998,"GO:0019827;GO:0051094;GO:0051240;GO:2000036"
"query_1",FALSE,1,25,219,1,0.0045662100456621,0.04,"GO:1902455","GO:BP","negative regulation of stem cell population maintenance",21026,21994,"GO:0019827;GO:0051093;GO:0051241;GO:2000036"
"query_1",FALSE,1,18,219,2,0.0091324200913242,0.111111111111111,"GO:1902430","GO:BP","negative regulation of amyloid-beta formation",21026,21978,"GO:0034205;GO:0034249;GO:1902003;GO:1902992"
"query_1",FALSE,1,119,219,2,0.0091324200913242,0.0168067226890756,"GO:1902414","GO:BP","protein localization to cell junction",21026,21967,"GO:0008104"
"query_1",FALSE,1,5,219,1,0.0045662100456621,0.2,"GO:1902396","GO:BP","protein localization to bicellular tight junction",21026,21959,"GO:0150105"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1902380","GO:BP","positive regulation of endoribonuclease activity",21026,21951,"GO:0032075;GO:0060699"
"query_1",FALSE,1,79,219,1,0.0045662100456621,0.0126582278481013,"GO:1902373","GO:BP","negative regulation of mRNA catabolic process",21026,21948,"GO:0006402;GO:0010628;GO:0061013;GO:1902369;GO:1903312"
"query_1",FALSE,1,91,219,1,0.0045662100456621,0.010989010989011,"GO:1902369","GO:BP","negative regulation of RNA catabolic process",21026,21944,"GO:0006401;GO:0009895;GO:0051253"
"query_1",FALSE,1,41,219,3,0.0136986301369863,0.0731707317073171,"GO:1902305","GO:BP","regulation of sodium ion transmembrane transport",21026,21899,"GO:0002028;GO:0035725;GO:1904062"
"query_1",FALSE,1,21,219,1,0.0045662100456621,0.0476190476190476,"GO:1902284","GO:BP","neuron projection extension involved in neuron projection guidance",21026,21886,"GO:0097485;GO:1990138"
"query_1",FALSE,1,1,219,1,0.0045662100456621,1,"GO:1902629","GO:BP","regulation of mRNA stability involved in cellular response to UV",21026,22094,"GO:0034644;GO:0043488"
"query_1",FALSE,1,142,219,2,0.0091324200913242,0.0140845070422535,"GO:1903038","GO:BP","negative regulation of leukocyte cell-cell adhesion",21026,22399,"GO:0007159;GO:0022408;GO:1903037"
"query_1",FALSE,1,15,219,1,0.0045662100456621,0.0666666666666667,"GO:1900452","GO:BP","regulation of long-term synaptic depression",21026,20401,"GO:0048167;GO:0060292"
"query_1",FALSE,1,7,219,1,0.0045662100456621,0.142857142857143,"GO:1900449","GO:BP","regulation of glutamate receptor signaling pathway",21026,20398,"GO:0007215;GO:0009966"
"query_1",FALSE,1,11,219,1,0.0045662100456621,0.0909090909090909,"GO:0110011","GO:BP","regulation of basement membrane organization",21026,19083,"GO:0071711;GO:1903053"
"query_1",FALSE,1,153,219,4,0.0182648401826484,0.0261437908496732,"GO:0106106","GO:BP","cold-induced thermogenesis",21026,19001,"GO:0001659;GO:1990845"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:0106104","GO:BP","regulation of glutamate receptor clustering",21026,19000,"GO:0097688;GO:1903909"
"query_1",FALSE,1,15,219,2,0.0091324200913242,0.133333333333333,"GO:0106072","GO:BP","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",21026,18988,"GO:0007189;GO:0045744;GO:0106070"
"query_1",FALSE,1,21,219,2,0.0091324200913242,0.0952380952380952,"GO:0106070","GO:BP","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",21026,18986,"GO:0007189;GO:0008277"
"query_1",FALSE,1,15,219,1,0.0045662100456621,0.0666666666666667,"GO:0106057","GO:BP","negative regulation of calcineurin-mediated signaling",21026,18980,"GO:0050849;GO:0097720;GO:0106056"
"query_1",FALSE,1,40,219,1,0.0045662100456621,0.025,"GO:0106056","GO:BP","regulation of calcineurin-mediated signaling",21026,18979,"GO:0050848;GO:0097720"
"query_1",FALSE,1,101,219,5,0.0228310502283105,0.0495049504950495,"GO:0110020","GO:BP","regulation of actomyosin structure organization",21026,19091,"GO:0031032;GO:0032956"
"query_1",FALSE,1,94,219,1,0.0045662100456621,0.0106382978723404,"GO:0106027","GO:BP","neuron projection organization",21026,18968,"GO:0120036"
"query_1",FALSE,1,150,219,1,0.0045662100456621,0.00666666666666667,"GO:0099643","GO:BP","signal release from synapse",21026,18932,"GO:0023061;GO:0099536"
"query_1",FALSE,1,9,219,1,0.0045662100456621,0.111111111111111,"GO:0099641","GO:BP","anterograde axonal protein transport",21026,18930,"GO:0008089;GO:0099640;GO:1905383"
"query_1",FALSE,1,10,219,1,0.0045662100456621,0.1,"GO:0099640","GO:BP","axo-dendritic protein transport",21026,18929,"GO:0008088;GO:0098840"
"query_1",FALSE,1,17,219,1,0.0045662100456621,0.0588235294117647,"GO:0099638","GO:BP","endosome to plasma membrane protein transport",21026,18927,"GO:0006886;GO:0032456;GO:0061951"
"query_1",FALSE,1,29,219,2,0.0091324200913242,0.0689655172413793,"GO:0099625","GO:BP","ventricular cardiac muscle cell membrane repolarization",21026,18919,"GO:0099622"
"query_1",FALSE,1,10,219,1,0.0045662100456621,0.1,"GO:0099624","GO:BP","atrial cardiac muscle cell membrane repolarization",21026,18918,"GO:0099622"
"query_1",FALSE,1,27,219,3,0.0136986301369863,0.111111111111111,"GO:0099623","GO:BP","regulation of cardiac muscle cell membrane repolarization",21026,18917,"GO:0060306;GO:0099622"
"query_1",FALSE,1,339,219,10,0.045662100456621,0.0294985250737463,"GO:0104004","GO:BP","cellular response to environmental stimulus",21026,18951,"GO:0051716"
"query_1",FALSE,1,263,219,8,0.0365296803652968,0.0304182509505703,"GO:0110053","GO:BP","regulation of actin filament organization",21026,19117,"GO:0007015;GO:0032956;GO:1902903"
"query_1",FALSE,1,12,219,1,0.0045662100456621,0.0833333333333333,"GO:0110075","GO:BP","regulation of ferroptosis",21026,19134,"GO:0043067;GO:0097707"
"query_1",FALSE,1,9,219,1,0.0045662100456621,0.111111111111111,"GO:0110076","GO:BP","negative regulation of ferroptosis",21026,19135,"GO:0043069;GO:0097707;GO:0110075"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:0120183","GO:BP","positive regulation of focal adhesion disassembly",21026,19281,"GO:0120181;GO:0120182;GO:0150117"
"query_1",FALSE,1,6,219,1,0.0045662100456621,0.166666666666667,"GO:0120182","GO:BP","regulation of focal adhesion disassembly",21026,19280,"GO:0120181;GO:0150116"
"query_1",FALSE,1,8,219,1,0.0045662100456621,0.125,"GO:0120181","GO:BP","focal adhesion disassembly",21026,19279,"GO:0120180"
"query_1",FALSE,1,8,219,1,0.0045662100456621,0.125,"GO:0120180","GO:BP","cell-substrate junction disassembly",21026,19278,"GO:0150115;GO:0150146"
"query_1",FALSE,1,48,219,1,0.0045662100456621,0.0208333333333333,"GO:0120163","GO:BP","negative regulation of cold-induced thermogenesis",21026,19266,"GO:0009892;GO:0051241;GO:0106106;GO:0120161"
