,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
384,GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),2/39,0.0711688954723058,0.2808003705916951,0,0,4.784389770936857,12.643704060077702,HIP1R;CLU
383,GO_Biological_Process_2023,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),2/39,0.0711688954723058,0.2808003705916951,0,0,4.784389770936857,12.643704060077702,ATP2B4;CLU
382,GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),3/85,0.0709975510666838,0.2808003705916951,0,0,3.245385629531971,8.584401640319102,YAP1;LRP5;DDR2
381,GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),5/196,0.0709737955563182,0.2808003705916951,0,0,2.330318895763922,6.164729414959075,RPS4X;NPM1;ASPH;RPL26;CLU
405,GO_Biological_Process_2023,Cellular Response To Leptin Stimulus (GO:0044320),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,LEP
392,GO_Biological_Process_2023,Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),2/40,0.0743767944057206,0.2808003705916951,0,0,4.658248760915742,12.104977816824633,CAV2;ATP2B4
406,GO_Biological_Process_2023,Regulation Of Triglyceride Metabolic Process (GO:0090207),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,CIDEC
423,GO_Biological_Process_2023,Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,HEBP2
409,GO_Biological_Process_2023,Response To Hydroperoxide (GO:0033194),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,GPX3
380,GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),4/137,0.0691891468048245,0.2808003705916951,0,0,2.6730173850916885,7.139392250031843,IGFBP5;AKR1C3;ATP2B4;RPL13A
434,GO_Biological_Process_2023,protein-RNA Complex Disassembly (GO:0032988),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,KIF5B
433,GO_Biological_Process_2023,Protein Localization To Presynapse (GO:1905383),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,KIF5B
432,GO_Biological_Process_2023,Postsynaptic Density Organization (GO:0097106),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,SHANK3
431,GO_Biological_Process_2023,Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,IGFBP5
430,GO_Biological_Process_2023,Positive Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,CALM2
429,GO_Biological_Process_2023,Positive Regulation Of Microtubule Nucleation (GO:0090063),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,HSPA1A
428,GO_Biological_Process_2023,Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,YAP1
427,GO_Biological_Process_2023,Positive Regulation Of Fibroblast Migration (GO:0010763),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,DDR2
426,GO_Biological_Process_2023,Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,DDR2
425,GO_Biological_Process_2023,Peptidyl-Lysine Hydroxylation (GO:0017185),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,PLOD2
424,GO_Biological_Process_2023,Osteoblast Development (GO:0002076),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,LRP5
422,GO_Biological_Process_2023,Negative Regulation Of Glucose Import (GO:0046325),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,LEP
421,GO_Biological_Process_2023,"Negative Regulation Of Complement Activation, Classical Pathway (GO:0045959)",1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,CD46
420,GO_Biological_Process_2023,Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,FHL1
419,GO_Biological_Process_2023,Negative Regulation Of Appetite (GO:0032099),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,LEP
418,GO_Biological_Process_2023,Myoblast Migration (GO:0051451),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,THBS4
417,GO_Biological_Process_2023,Malate Metabolic Process (GO:0006108),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,ME1
416,GO_Biological_Process_2023,Venous Blood Vessel Development (GO:0060841),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,APLNR
415,GO_Biological_Process_2023,Fructose Metabolic Process (GO:0006000),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,ALDOC
414,GO_Biological_Process_2023,Taurine Metabolic Process (GO:0019530),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,CSAD
413,GO_Biological_Process_2023,Ethanol Oxidation (GO:0006069),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,ADH1B
412,GO_Biological_Process_2023,Spermidine Metabolic Process (GO:0008216),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,SLC38A2
411,GO_Biological_Process_2023,Dopamine Catabolic Process (GO:0042420),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,MAOB
410,GO_Biological_Process_2023,Response To Potassium Ion (GO:0035864),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,NEK7
407,GO_Biological_Process_2023,Cellular Response To Potassium Ion (GO:0035865),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,NEK7
379,GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),2/38,0.0680079370216056,0.2808003705916951,0,0,4.917538614848032,13.218987304395547,RPS16;RPS8
408,GO_Biological_Process_2023,Coronary Vasculature Development (GO:0060976),1/7,0.0761522202041068,0.2808003705916951,0,0,14.70907738095238,37.87618379963296,APLNR
377,GO_Biological_Process_2023,Regulation Of Protein Import Into Nucleus (GO:0042306),2/38,0.0680079370216056,0.2808003705916951,0,0,4.917538614848032,13.218987304395547,FLNA;PIK3R1
348,GO_Biological_Process_2023,Aldehyde Biosynthetic Process (GO:0046184),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,DDR2
347,GO_Biological_Process_2023,Adult Feeding Behavior (GO:0008343),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,LEP
346,GO_Biological_Process_2023,Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000322),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,PER1
345,GO_Biological_Process_2023,AV Node Cell Action Potential (GO:0086016),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,SCN4B
344,GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),8/379,0.0654395612653002,0.2808003705916951,0,0,1.928180158247109,5.257430569797329,NPM1;CDKN2B;SFRP2;CDKN2C;IGFBP5;APOD;PLPP1;HSPA1A
343,GO_Biological_Process_2023,Regulation Of Phosphorylation (GO:0042325),3/82,0.0652010544338392,0.2808003705916951,0,0,3.3691412931919262,9.19869786994986,CDKN2B;CDKN2C;NOP53
342,GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,IGFBP5;APOD
341,GO_Biological_Process_2023,Ventricular Septum Development (GO:0003281),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,PDE2A;APLNR
340,GO_Biological_Process_2023,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,UTRN;SCN4B
339,GO_Biological_Process_2023,Calcium Ion Import Across Plasma Membrane (GO:0098703),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,CACNA2D1;CLU
338,GO_Biological_Process_2023,Regulation Of p38MAPK Cascade (GO:1900744),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,PER1;LEP
349,GO_Biological_Process_2023,Anterograde Dendritic Transport (GO:0098937),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,KIF5B
337,GO_Biological_Process_2023,Regulation Of Ossification (GO:0030278),2/37,0.0648953909366548,0.2808003705916951,0,0,5.058295964125561,13.8343315973598,PTPN11;DDR2
335,GO_Biological_Process_2023,Macromolecule Modification (GO:0043412),3/81,0.0633196549829747,0.2808003705916951,0,0,3.4125086625086625,9.417020673780597,LOX;PLOD2;LOXL2
334,GO_Biological_Process_2023,Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),2/36,0.0618327562771682,0.2808003705916951,0,0,5.207333157478238,14.493685032744628,FLNA;CLU
333,GO_Biological_Process_2023,Negative Regulation Of Protein Kinase B Signaling (GO:0051898),2/36,0.0618327562771682,0.2808003705916951,0,0,5.207333157478238,14.493685032744628,NOP53;PHLDA3
332,GO_Biological_Process_2023,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),2/36,0.0618327562771682,0.2808003705916951,0,0,5.207333157478238,14.493685032744628,LAMC1;PIK3R1
331,GO_Biological_Process_2023,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),3/80,0.0614640287224369,0.2808003705916951,0,0,3.457002457002457,9.6426279262295,KIF5B;ATP2B4;PIK3R1
330,GO_Biological_Process_2023,Calcium Ion Transmembrane Transport (GO:0070588),3/80,0.0614640287224369,0.2808003705916951,0,0,3.457002457002457,9.6426279262295,CACNA2D1;ATP2B4;CLU
329,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Membrane (GO:1905477),3/79,0.0596344028060702,0.2808003705916951,0,0,3.5026671408250354,9.875849314984974,KIF5B;ATP2B4;PIK3R1
328,GO_Biological_Process_2023,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),5/186,0.0594444107369752,0.2808003705916951,0,0,2.4603214465092917,6.944782995559588,YAP1;SFRP2;APLNR;ATP2B4;CD46
327,GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),2/35,0.0588215596461446,0.2808003705916951,0,0,5.365402908003805,15.201510784167784,CCND1;FHL1
325,GO_Biological_Process_2023,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),2/35,0.0588215596461446,0.2808003705916951,0,0,5.365402908003805,15.201510784167784,FLNA;LIMS2
324,GO_Biological_Process_2023,Platelet Aggregation (GO:0070527),2/35,0.0588215596461446,0.2808003705916951,0,0,5.365402908003805,15.201510784167784,FLNA;MYH9
336,GO_Biological_Process_2023,Positive Regulation Of Growth (GO:0045927),3/81,0.0633196549829747,0.2808003705916951,0,0,3.4125086625086625,9.417020673780597,YAP1;SFRP2;LEP
378,GO_Biological_Process_2023,Response To Transforming Growth Factor Beta (GO:0071559),2/38,0.0680079370216056,0.2808003705916951,0,0,4.917538614848032,13.218987304395547,PDE2A;MXRA5
326,GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),2/35,0.0588215596461446,0.2808003705916951,0,0,5.365402908003805,15.201510784167784,NEK7;HNRNPA1
351,GO_Biological_Process_2023,Cellular Hyperosmotic Response (GO:0071474),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,AQP1
350,GO_Biological_Process_2023,Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,HSPA1A
375,GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),3/83,0.0671079952152867,0.2808003705916951,0,0,3.326858108108108,8.987347783868254,CLU;NOP53;HSPA1A
374,GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),3/83,0.0671079952152867,0.2808003705916951,0,0,3.326858108108108,8.987347783868254,CLU;NOP53;HSPA1A
373,GO_Biological_Process_2023,Cellular Response To Metal Ion (GO:0071248),4/135,0.0663020378346804,0.2808003705916951,0,0,2.7141031397879174,7.3648129017941315,NEK7;AKR1C3;CLU;AQP1
372,GO_Biological_Process_2023,Regulation Of Bile Acid Metabolic Process (GO:1904251),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,CES1
371,GO_Biological_Process_2023,Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,FLNA
370,GO_Biological_Process_2023,Positive Regulation Of Steroid Metabolic Process (GO:0045940),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,CES1
369,GO_Biological_Process_2023,Positive Regulation Of Necrotic Cell Death (GO:0010940),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,HEBP2
368,GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,ENPP2
367,GO_Biological_Process_2023,Positive Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033148),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,YAP1
366,GO_Biological_Process_2023,Polyamine Biosynthetic Process (GO:0006596),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,SLC38A2
365,GO_Biological_Process_2023,Monoacylglycerol Biosynthetic Process (GO:0006640),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,DGAT2
376,GO_Biological_Process_2023,Regulation Of Cell Division (GO:0051302),3/83,0.0671079952152867,0.2808003705916951,0,0,3.326858108108108,8.987347783868254,SFRP2;TXNIP;CALM2
363,GO_Biological_Process_2023,Intracellular Triglyceride Homeostasis (GO:0035356),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,DGAT2
352,GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Differentiation (GO:0051150),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,OLFM2
353,GO_Biological_Process_2023,Cellular Response To Monoamine Stimulus (GO:0071868),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,GNG2
355,GO_Biological_Process_2023,Definitive Hemopoiesis (GO:0060216),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,MFAP5
356,GO_Biological_Process_2023,Dense Core Granule Cytoskeletal Transport (GO:0099519),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,KIF5B
357,GO_Biological_Process_2023,Ribosomal Large Subunit Export From Nucleus (GO:0000055),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,NPM1
354,GO_Biological_Process_2023,Cellular Response To Prostaglandin E Stimulus (GO:0071380),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,GNG2
359,GO_Biological_Process_2023,Serine Transport (GO:0032329),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,SLC38A2
360,GO_Biological_Process_2023,Synaptic Signaling (GO:0099536),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,UTRN
361,GO_Biological_Process_2023,Glycerol-3-Phosphate Metabolic Process (GO:0006072),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,GPAM
362,GO_Biological_Process_2023,Very Long-Chain Fatty Acid Catabolic Process (GO:0042760),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,ACOX1
358,GO_Biological_Process_2023,Ribosomal Small Subunit Export From Nucleus (GO:0000056),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,NPM1
364,GO_Biological_Process_2023,Membrane Biogenesis (GO:0044091),1/6,0.065637508517303,0.2808003705916951,0,0,17.651785714285715,48.07654426066914,SERINC1
435,GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity (GO:0006469),3/88,0.0770174002534418,0.2833392431342218,0,0,3.1303656597774245,8.025393274426976,NPM1;LRP5;YWHAG
436,GO_Biological_Process_2023,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),2/41,0.0776301886353813,0.2842895492492047,0,0,4.5385765206393005,11.599688872836888,CACNA2D1;SCN4B
437,GO_Biological_Process_2023,Carbohydrate Catabolic Process (GO:0016052),2/41,0.0776301886353813,0.2842895492492047,0,0,4.5385765206393005,11.599688872836888,ALDOC;MAN2C1
468,GO_Biological_Process_2023,Intestinal Epithelial Cell Differentiation (GO:0060575),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,YAP1
471,GO_Biological_Process_2023,Membrane Lipid Catabolic Process (GO:0046466),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,ENPP2
470,GO_Biological_Process_2023,Leptin-Mediated Signaling Pathway (GO:0033210),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,LEP
469,GO_Biological_Process_2023,Learned Vocalization Behavior Or Vocal Learning (GO:0098598),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SHANK3
464,GO_Biological_Process_2023,Tricarboxylic Acid Metabolic Process (GO:0072350),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,IDH1
466,GO_Biological_Process_2023,Tyrosine Phosphorylation Of STAT Protein (GO:0007260),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,LEP
465,GO_Biological_Process_2023,Glutamine Transport (GO:0006868),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SLC38A2
463,GO_Biological_Process_2023,Glucan Metabolic Process (GO:0044042),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,UGP2
467,GO_Biological_Process_2023,Unsaturated Fatty Acid Biosynthetic Process (GO:0006636),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SCD
472,GO_Biological_Process_2023,ncRNA Export From Nucleus (GO:0097064),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,NPM1
479,GO_Biological_Process_2023,p38MAPK Cascade (GO:0038066),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,MAP3K20
474,GO_Biological_Process_2023,Negative Regulation Of Cholesterol Storage (GO:0010887),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CES1
475,GO_Biological_Process_2023,Negative Regulation Of Lipase Activity (GO:0060192),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,ANGPTL4
476,GO_Biological_Process_2023,Negative Regulation Of Membrane Potential (GO:0045837),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,HEBP2
477,GO_Biological_Process_2023,Negative Regulation Of Triglyceride Metabolic Process (GO:0090209),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CIDEC
478,GO_Biological_Process_2023,Negative Regulation Of Ubiquitin Protein Ligase Activity (GO:1904667),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,RPL11
480,GO_Biological_Process_2023,Phosphatidylglycerol Acyl-Chain Remodeling (GO:0036148),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,LPGAT1
481,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,APLNR
482,GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,HSPA1A
462,GO_Biological_Process_2023,"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,ALDOC
483,GO_Biological_Process_2023,Proline Transport (GO:0015824),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SLC38A2
473,GO_Biological_Process_2023,Negative Regulation Of cAMP-mediated Signaling (GO:0043951),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,PDE2A
461,GO_Biological_Process_2023,Somite Development (GO:0061053),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SFRP2
446,GO_Biological_Process_2023,Regulation Of Actin Cytoskeleton Organization (GO:0032956),3/91,0.0832537920800046,0.2862367021814908,0,0,3.023187960687961,7.515226863016778,HIP1R;CLU;RAPGEF3
459,GO_Biological_Process_2023,Endosome To Melanosome Transport (GO:0035646),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CD63
484,GO_Biological_Process_2023,Regulation Of Cell Killing (GO:0031341),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CFH
438,GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),6/265,0.0795593385637772,0.2862367021814908,0,0,2.06442058496853,5.22556902089635,NTRK2;NPM1;CCND1;LIMCH1;LEP;NOP53
439,GO_Biological_Process_2023,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),2/42,0.0809276593015037,0.2862367021814908,0,0,4.424887892376682,11.125051450475569,RPL11;CLU
440,GO_Biological_Process_2023,Ceramide Biosynthetic Process (GO:0046513),2/42,0.0809276593015037,0.2862367021814908,0,0,4.424887892376682,11.125051450475569,ASAH1;ST6GALNAC6
441,GO_Biological_Process_2023,Substantia Nigra Development (GO:0021762),2/42,0.0809276593015037,0.2862367021814908,0,0,4.424887892376682,11.125051450475569,MAOB;CALM2
442,GO_Biological_Process_2023,Lysosome Localization (GO:0032418),2/42,0.0809276593015037,0.2862367021814908,0,0,4.424887892376682,11.125051450475569,KIF5B;MYH9
443,GO_Biological_Process_2023,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),3/90,0.0811513665797246,0.2862367021814908,0,0,3.0580925753339545,7.680213402709831,CLU;NOP53;HSPA1A
444,GO_Biological_Process_2023,Positive Regulation Of Protein Kinase Activity (GO:0045860),4/145,0.0813714785287217,0.2862367021814908,0,0,2.5203298995539294,6.322828373133717,MMD;CLU;CALM2;DDR2
445,GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),4/146,0.0829643795075882,0.2862367021814908,0,0,2.5024536358422025,6.229467758133373,FABP4;SCD;LEP;NPR3
447,GO_Biological_Process_2023,Regulation Of Filopodium Assembly (GO:0051489),2/43,0.0842678134687631,0.2862367021814908,0,0,4.3167450508585805,10.678570932200325,PIK3R1;CLU
448,GO_Biological_Process_2023,Learning (GO:0007612),2/43,0.0842678134687631,0.2862367021814908,0,0,4.3167450508585805,10.678570932200325,NTRK2;SHANK3
449,GO_Biological_Process_2023,Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),2/43,0.0842678134687631,0.2862367021814908,0,0,4.3167450508585805,10.678570932200325,CD63;CLU
450,GO_Biological_Process_2023,"Regulation Of Complement Activation, Classical Pathway (GO:0030450)",1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CD46
451,GO_Biological_Process_2023,Regulation Of Gap Junction Assembly (GO:1903596),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,APLNR
452,GO_Biological_Process_2023,Regulation Of Necrotic Cell Death (GO:0010939),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,HEBP2
453,GO_Biological_Process_2023,Auditory Behavior (GO:0031223),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,SHANK3
454,GO_Biological_Process_2023,Regulation Of Urine Volume (GO:0035809),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,NPR3
455,GO_Biological_Process_2023,Collagen-Activated Signaling Pathway (GO:0038065),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,DDR2
456,GO_Biological_Process_2023,Response To Leptin (GO:0044321),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,LEP
457,GO_Biological_Process_2023,Response To Misfolded Protein (GO:0051788),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CLU
458,GO_Biological_Process_2023,Sensory Organ Morphogenesis (GO:0090596),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,COL5A2
460,GO_Biological_Process_2023,Endosome To Pigment Granule Transport (GO:0043485),1/8,0.0865491275299395,0.2862367021814908,0,0,12.607142857142858,30.85022166120884,CD63
488,GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),4/149,0.0878346264446848,0.2881119444116043,0,0,2.4503042596348883,5.9598737702956655,SFRP2;PMEPA1;CALM2;YWHAG
487,GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,0.0878346264446848,0.2881119444116043,0,0,2.4503042596348883,5.9598737702956655,NOTCH3;SEMA3C;KIF5B;SOS1
485,GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),3/93,0.0875282002291494,0.2881119444116043,0,0,2.955705705705706,7.199490960312663,LEP;AKR1C3;AKR1C2
486,GO_Biological_Process_2023,Bone Development (GO:0060348),2/44,0.0876492836877529,0.2881119444116043,0,0,4.213751868460388,10.258007439672246,LRP5;RPL13
489,GO_Biological_Process_2023,Peptidyl-Lysine Modification (GO:0018205),3/94,0.0896996434057094,0.2936290367811386,0,0,2.923076923076923,7.0483817263651325,LOX;PLOD2;LOXL2
517,GO_Biological_Process_2023,Myelin Maintenance (GO:0043217),1/9,0.096829544159641,0.2952748837111487,0,0,11.030691964285714,25.75449404712505,CLU
510,GO_Biological_Process_2023,Embryonic Eye Morphogenesis (GO:0048048),1/9,0.096829544159641,0.2952748837111487,0,0,11.030691964285714,25.75449404712505,MFAP5
512,GO_Biological_Process_2023,Glucan Biosynthetic Process (GO:0009250),1/9,0.096829544159641,0.2952748837111487,0,0,11.030691964285714,25.75449404712505,UGP2
513,GO_Biological_Process_2023,Glycogen Biosynthetic Process (GO:0005978),1/9,0.096829544159641,0.2952748837111487,0,0,11.030691964285714,25.75449404712505,UGP2
514,GO_Biological_Process_2023,"Wound Healing, Spreading Of Epidermal Cells (GO:0035313)",1/9,0.096829544159641,0.2952748837111487,0,0,11.030691964285714,25.75449404712505,COL5A1
