term_id,term_name,methods_significant,methods_total,clusterprofiler_pvalue,clusterprofiler_qvalue,clusterprofiler_p_adjust,clusterprofiler_fold_enrichment,clusterprofiler_gene_count,clusterprofiler_significant,gprofiler2_pvalue,gprofiler2_significant,gprofiler2_term_size,gprofiler2_intersection_size,gprofiler2_precision,gprofiler2_recall,topgo_pvalue,topgo_pvalue_raw,topgo_significant_flag,topgo_annotated,topgo_significant,topgo_expected,gseapy_pvalue,gseapy_adjusted_pvalue,gseapy_significant,gseapy_odds_ratio,gseapy_combined_score,gseapy_overlap,clusterprofiler_gene_ids,gseapy_genes
GO:0014897,striated muscle hypertrophy,0,3,0.127910539228163,0.316923862241853,0.372908382069348,2.41854582868902,3.0,False,1.0,False,86.0,3.0,0.0136986301369863,0.0348837209302326,0.12791,0.12791,False,107.0,3.0,1.24,,,,,,,ATP2B4/IGFBP5/LEP,
GO:1990823,response to leukemia inhibitory factor,0,3,0.127910539228163,0.316923862241853,0.372908382069348,2.41854582868902,3.0,False,1.0,False,105.0,3.0,0.0136986301369863,0.0285714285714286,0.12791,0.12791,False,107.0,3.0,1.24,,,,,,,RPS16/NRP2/PCOLCE2,
GO:0019058,viral life cycle,0,3,0.129187871795118,0.316923862241853,0.372908382069348,1.75447053335407,6.0,False,1.0,False,310.0,5.0,0.0228310502283105,0.0161290322580645,0.12919,0.12919,False,295.0,6.0,3.42,,,,,,,MYH9/CAV2/CD46/SCARB2/EEF1A1/HSPA1A,
GO:0170033,L-amino acid metabolic process,0,3,0.129585595946639,0.316923862241853,0.372908382069348,2.06614294347086,4.0,False,1.0,False,175.0,4.0,0.0182648401826484,0.0228571428571429,0.12959,0.12959,False,167.0,4.0,1.94,,,,,,,ATP2B4/GLS/CSAD/PLOD2,
GO:0170039,proteinogenic amino acid metabolic process,0,3,0.129585595946639,0.316923862241853,0.372908382069348,2.06614294347086,4.0,False,1.0,False,178.0,4.0,0.0182648401826484,0.0224719101123595,0.12959,0.12959,False,167.0,4.0,1.94,,,,,,,ATP2B4/GLS/CSAD/PLOD2,
GO:0002455,humoral immune response mediated by circulating immunoglobulin,0,3,0.129611768388525,0.316923862241853,0.372908382069348,3.19486918110771,2.0,False,1.0,False,56.0,2.0,0.0091324200913242,0.0357142857142857,0.12961,0.12961,False,54.0,2.0,0.63,,,,,,,CD46/CLU,
GO:0071236,cellular response to antibiotic,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,RPL23,
GO:0043380,regulation of memory T cell differentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,CD46,
GO:0008611,ether lipid biosynthetic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,FASN,
GO:0046606,negative regulation of centrosome cycle,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,NPM1,
GO:0022605,mammalian oogenesis stage,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,RPS6,
GO:0042921,nuclear receptor-mediated glucocorticoid signaling pathway,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,PER1,
GO:0071872,cellular response to epinephrine stimulus,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,ATP2B4,
GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,7.0,1.0,0.0045662100456621,0.142857142857143,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,DDR2,
GO:0043482,cellular pigment accumulation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,CD63,
GO:0043476,pigment accumulation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,CD63,
GO:0032769,negative regulation of monooxygenase activity,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,9.0,1.0,0.0045662100456621,0.111111111111111,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,ATP2B4,
GO:0030656,regulation of vitamin metabolic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AKR1C3,
GO:0090677,reversible differentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,5.0,1.0,0.0045662100456621,0.2,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,OLFM2,
GO:0043697,cell dedifferentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,8.0,1.0,0.0045662100456621,0.125,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,OLFM2,
GO:0110075,regulation of ferroptosis,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,NQO1,
GO:0019336,phenol-containing compound catabolic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,MAOB,
GO:0032108,negative regulation of response to nutrient levels,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LEP,
GO:0072070,loop of Henle development,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AQP1,
GO:0001967,suckling behavior,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,GLS,
GO:0032096,negative regulation of response to food,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LEP,
GO:0070673,response to interleukin-18,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,PIK3R1,
GO:0034370,triglyceride-rich lipoprotein particle remodeling,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LPL,
GO:1905456,regulation of lymphoid progenitor cell differentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,SOS1,
GO:0016559,peroxisome fission,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,10.0,1.0,0.0045662100456621,0.1,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,ACOX1,
GO:0002328,pro-B cell differentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,SOS1,
GO:0043696,dedifferentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,8.0,1.0,0.0045662100456621,0.125,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,OLFM2,
GO:0061370,testosterone biosynthetic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AKR1C3,
GO:1904729,regulation of intestinal lipid absorption,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LEP,
GO:0086067,AV node cell to bundle of His cell communication,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,SCN4B,
GO:0032276,regulation of gonadotropin secretion,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LEP,
GO:0032351,negative regulation of hormone metabolic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AKR1C3,
GO:0006534,cysteine metabolic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,CSAD,
GO:0030157,pancreatic juice secretion,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AQP1,
GO:0072182,regulation of nephron tubule epithelial cell differentiation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,YAP1,
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LPL,
GO:0070857,regulation of bile acid biosynthetic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,CES1,
GO:1901862,negative regulation of muscle tissue development,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,IGFBP5,
GO:0002068,glandular epithelial cell development,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,FASN,
GO:0021670,lateral ventricle development,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,AQP1,
GO:0042447,hormone catabolic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,MME,
GO:1901950,dense core granule transport,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,KIF5B,
GO:0046504,glycerol ether biosynthetic process,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,FASN,
GO:0061309,cardiac neural crest cell development involved in outflow tract morphogenesis,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,SEMA3C,
GO:1903059,regulation of protein lipidation,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,11.0,1.0,0.0045662100456621,0.0909090909090909,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,DBI,
GO:0033629,negative regulation of cell adhesion mediated by integrin,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,PTPN11,
GO:0034372,very-low-density lipoprotein particle remodeling,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,LPL,
GO:0038026,reelin-mediated signaling pathway,0,3,0.13061198375758,0.316923862241853,0.372908382069348,7.18845565749235,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.13061,0.13061,False,12.0,1.0,0.14,,,,,,,VLDLR,
GO:0014896,muscle hypertrophy,0,3,0.133121840100067,0.320616509324748,0.377253334322216,2.37416884100665,3.0,False,1.0,False,88.0,3.0,0.0136986301369863,0.0340909090909091,0.13312,0.13312,False,109.0,3.0,1.26,,,,,,,ATP2B4/IGFBP5/LEP,
GO:0048709,oligodendrocyte differentiation,0,3,0.133121840100067,0.320616509324748,0.377253334322216,2.37416884100665,3.0,False,1.0,False,109.0,3.0,0.0136986301369863,0.0275229357798165,0.13312,0.13312,False,109.0,3.0,1.26,,,,,,,CLU/CDKN2C/NTRK2,
GO:0042594,response to starvation,0,3,0.133179015953946,0.320616509324748,0.377253334322216,1.8590833596963,5.0,False,1.0,False,219.0,5.0,0.0228310502283105,0.0228310502283105,0.13318,0.13318,False,232.0,5.0,2.69,,,,,,,PDK4/SLC38A2/HNRNPA1/YWHAG/AKR1C3,
GO:0034381,plasma lipoprotein particle clearance,0,3,0.133524408878613,0.320616509324748,0.377253334322216,3.13678065054212,2.0,False,1.0,False,40.0,2.0,0.0091324200913242,0.05,0.13352,0.13352,False,55.0,2.0,0.64,,,,,,,DGAT2/VLDLR,
GO:0031547,brain-derived neurotrophic factor receptor signaling pathway,0,3,0.133524408878613,0.320616509324748,0.377253334322216,3.13678065054212,2.0,False,1.0,False,8.0,1.0,0.0045662100456621,0.125,0.13352,0.13352,False,55.0,2.0,0.64,,,,,,,NTRK2/DDR2,
GO:0060425,lung morphogenesis,0,3,0.133524408878613,0.320616509324748,0.377253334322216,3.13678065054212,2.0,False,1.0,False,56.0,2.0,0.0091324200913242,0.0357142857142857,0.13352,0.13352,False,55.0,2.0,0.64,,,,,,,YAP1/RPL13A,
GO:0032387,negative regulation of intracellular transport,0,3,0.133524408878613,0.320616509324748,0.377253334322216,3.13678065054212,2.0,False,1.0,False,49.0,2.0,0.0091324200913242,0.0408163265306122,0.13352,0.13352,False,55.0,2.0,0.64,,,,,,,MAP1B/APOD,
GO:0044272,sulfur compound biosynthetic process,0,3,0.133664295653794,0.320616509324748,0.377253334322216,2.04169154769014,4.0,False,1.0,False,149.0,4.0,0.0182648401826484,0.0268456375838926,0.13366,0.13366,False,169.0,4.0,1.96,,,,,,,PDK4/ACLY/CSAD/FASN,
GO:0010608,post-transcriptional regulation of gene expression,0,3,,,,,,,1.0,False,1088.0,10.0,0.045662100456621,0.0091911764705882,0.83244,0.83244,False,1107.0,10.0,12.83,0.1347900373264779,0.3126019443870362,False,3.2156543008560945,6.44429016696119,2/57,,PER1;RPL10
GO:0046651,lymphocyte proliferation,0,3,0.136680357093706,0.320616509324748,0.377253334322216,1.72522935779817,6.0,False,1.0,False,311.0,7.0,0.0319634703196347,0.022508038585209,0.13668,0.13668,False,300.0,6.0,3.48,,,,,,,SOS1/CD46/GPAM/RPS6/PRDX2/LEP,
GO:0080134,regulation of response to stress,0,3,,,,,,,1.0,False,1387.0,23.0,0.105022831050228,0.0165825522710887,0.13763,0.13763,False,1481.0,22.0,17.17,0.1368120729175183,0.3126019443870362,False,7.352306547619048,14.624818698780198,1/13,,SLC38A2
GO:0030857,negative regulation of epithelial cell differentiation,0,3,0.137463597358989,0.320616509324748,0.377253334322216,3.08076671035387,2.0,False,1.0,False,49.0,2.0,0.0091324200913242,0.0408163265306122,0.13746,0.13746,False,56.0,2.0,0.65,,,,,,,CCND1/YAP1,
GO:0085029,extracellular matrix assembly,0,3,0.137463597358989,0.320616509324748,0.377253334322216,3.08076671035387,2.0,False,1.0,False,48.0,3.0,0.0136986301369863,0.0625,0.13746,0.13746,False,56.0,2.0,0.65,,,,,,,LOX/COL3A1,
GO:1904738,vascular associated smooth muscle cell migration,0,3,0.137463597358989,0.320616509324748,0.377253334322216,3.08076671035387,2.0,False,1.0,False,30.0,2.0,0.0091324200913242,0.0666666666666667,0.13746,0.13746,False,56.0,2.0,0.65,,,,,,,IGFBP5/DDR2,
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,0,3,0.137463597358989,0.320616509324748,0.377253334322216,3.08076671035387,2.0,False,1.0,False,45.0,2.0,0.0091324200913242,0.0444444444444444,0.13746,0.13746,False,56.0,2.0,0.65,,,,,,,CCND1/DDR2,
GO:0009892,negative regulation of metabolic process,0,3,,,,,,,1.0,False,3375.0,47.0,0.214611872146119,0.0139259259259259,0.13749,0.13749,False,3392.0,46.0,39.32,0.4514152132938862,0.5131608803142407,False,1.6932520604395604,1.3467580183346677,1/53,,NPR3
GO:0009063,amino acid catabolic process,0,3,0.138406116833968,0.320616509324748,0.377253334322216,2.33139102405157,3.0,False,1.0,False,113.0,3.0,0.0136986301369863,0.0265486725663717,0.13841,0.13841,False,111.0,3.0,1.29,,,,,,,ATP2B4/GLS/CSAD,
GO:0060291,long-term synaptic potentiation,0,3,0.138406116833968,0.320616509324748,0.377253334322216,2.33139102405157,3.0,False,1.0,False,110.0,3.0,0.0136986301369863,0.0272727272727273,0.13841,0.13841,False,111.0,3.0,1.29,,,,,,,NTRK2/MME/SHANK3,
GO:0048680,positive regulation of axon regeneration,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,10.0,1.0,0.0045662100456621,0.1,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,FLNA,
GO:0032905,transforming growth factor beta1 production,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,COL3A1,
GO:0097707,ferroptosis,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,NQO1,
GO:0075509,endocytosis involved in viral entry into host cell,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CAV2,
GO:0030252,growth hormone secretion,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,16.0,1.0,0.0045662100456621,0.0625,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,PTPN11,
GO:0046341,CDP-diacylglycerol metabolic process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,GPAM,
GO:0061517,macrophage proliferation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CLU,
GO:0009437,carnitine metabolic process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,ALDH9A1,
GO:0021979,hypothalamus cell differentiation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,NRP2,
GO:0009071,serine family amino acid catabolic process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,16.0,1.0,0.0045662100456621,0.0625,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CSAD,
GO:0061029,eyelid development in camera-type eye,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,SOS1,
GO:0042045,epithelial fluid transport,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,AQP1,
GO:0002087,regulation of respiratory gaseous exchange by nervous system process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,14.0,1.0,0.0045662100456621,0.0714285714285714,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,GLS,
GO:0071472,cellular response to salt stress,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,14.0,1.0,0.0045662100456621,0.0714285714285714,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,AQP1,
GO:0045906,negative regulation of vasoconstriction,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,LEP,
GO:1903867,extraembryonic membrane development,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,HTRA1,
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,IGFBP5,
GO:0035933,glucocorticoid secretion,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,PTPN11,
GO:0010572,positive regulation of platelet activation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,FLNA,
GO:0001886,endothelial cell morphogenesis,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,TNMD,
GO:0031958,nuclear receptor-mediated corticosteroid signaling pathway,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,PER1,
GO:0036302,atrioventricular canal development,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,PTPN11,
GO:0042074,cell migration involved in gastrulation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,14.0,1.0,0.0045662100456621,0.0714285714285714,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,LRP5,
GO:0033690,positive regulation of osteoblast proliferation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,LRP5,
GO:1901503,ether biosynthetic process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,FASN,
GO:0043379,memory T cell differentiation,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CD46,
GO:0009415,response to water,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,ATP2B4,
GO:1900116,extracellular negative regulation of signal transduction,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CD46,
GO:1900115,extracellular regulation of signal transduction,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,12.0,1.0,0.0045662100456621,0.0833333333333333,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,CD46,
GO:0021559,trigeminal nerve development,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,NRP2,
GO:0001696,gastric acid secretion,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,HIP1R,
GO:0016024,CDP-diacylglycerol biosynthetic process,0,3,0.140696940259515,0.320616509324748,0.377253334322216,6.63549752999294,1.0,False,1.0,False,13.0,1.0,0.0045662100456621,0.0769230769230769,0.1407,0.14070,False,13.0,1.0,0.15,,,,,,,GPAM,
