"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030901","midbrain development","4/218","93/18805",0.043010752688172,3.71017066193154,2.83744027009239,0.0230305202495952,0.190738407915707,0.16210296099825,"MAOB/SOS1/CALM2/SFRP2",4
"GO:0032330","regulation of chondrocyte differentiation","3/218","53/18805",0.0566037735849057,4.88272459754198,3.06548674967399,0.0235414390930186,0.193713826817497,0.164631681980357,"CCN2/LOXL2/PTPN11",3
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","6/218","190/18805",0.0315789473684211,2.72404635441816,2.58668138265813,0.0235960598482763,0.193713826817497,0.164631681980357,"IGFBP5/NTRK2/AKR1C2/DDR2/LEP/AKR1C3",6
"GO:0032388","positive regulation of intracellular transport","5/218","140/18805",0.0357142857142857,3.08076671035387,2.67622196217545,0.0236872455448948,0.193713826817497,0.164631681980357,"RAPGEF3/PIK3R1/LEP/FLNA/ASPH",5
"GO:1900182","positive regulation of protein localization to nucleus","4/218","94/18805",0.0425531914893617,3.67070076127269,2.81118467234292,0.0238424107826191,0.193713826817497,0.164631681980357,"YAP1/PIK3R1/LEP/FLNA",4
"GO:0001764","neuron migration","6/218","191/18805",0.031413612565445,2.70978433162015,2.57209426073938,0.0241344936211911,0.193713826817497,0.164631681980357,"NRP2/MAP1B/TUBB2A/NTRK2/COL3A1/FLNA",6
"GO:0097553","calcium ion transmembrane import into cytosol","6/218","191/18805",0.031413612565445,2.70978433162015,2.57209426073938,0.0241344936211911,0.193713826817497,0.164631681980357,"ATP2B4/APLNR/CALM2/CACNA2D1/FLNA/ASPH",6
"GO:0000028","ribosomal small subunit assembly","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"FAU/RPS27",2
"GO:0006085","acetyl-CoA biosynthetic process","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"PDK4/ACLY",2
"GO:0006670","sphingosine metabolic process","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"PLPP1/ASAH1",2
"GO:0006677","glycosylceramide metabolic process","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"SCARB2/ST6GALNAC6",2
"GO:0009310","amine catabolic process","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"ATP2B4/MAOB",2
"GO:0010224","response to UV-B","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"MAP3K20/MME",2
"GO:0044321","response to leptin","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"CCND1/LEP",2
"GO:0044794","positive regulation by host of viral process","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"CAV2/EEF1A1",2
"GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","2/218","21/18805",0.0952380952380952,8.21537789427698,3.58280694757433,0.0243058332513757,0.193713826817497,0.164631681980357,"ATP2B4/PDE2A",2
"GO:0038084","vascular endothelial growth factor signaling pathway","4/218","95/18805",0.0421052631578947,3.63206180589087,2.78528545099899,0.0246714751243905,0.195528797906234,0.166174172508749,"NRP2/CD63/NTRK2/DDR2",4
"GO:0031103","axon regeneration","3/218","54/18805",0.0555555555555556,4.79230377166157,3.02229254280356,0.0247184892687263,0.195528797906234,0.166174172508749,"MAP1B/APOD/FLNA",3
"GO:0050873","brown fat cell differentiation","3/218","54/18805",0.0555555555555556,4.79230377166157,3.02229254280356,0.0247184892687263,0.195528797906234,0.166174172508749,"FABP4/LEP/LAMB3",3
"GO:0031346","positive regulation of cell projection organization","9/218","360/18805",0.025,2.15653669724771,2.39949614650493,0.024938914462347,0.196781683270062,0.167238962917179,"MAP1B/SERPINF1/ENPP2/SCARB2/PIK3R1/VLDLR/NTRK2/DDR2/FLNA",9
"GO:0006006","glucose metabolic process","6/218","193/18805",0.0310880829015544,2.68170366497124,2.54319886926179,0.0252359377355703,0.198631251854166,0.168810856838959,"PDK4/ALDOC/LRP5/NPY1R/LEP/APOD",6
"GO:0010212","response to ionizing radiation","5/218","143/18805",0.034965034965035,3.01613524090588,2.62094136835077,0.0256633998082642,0.200584865884349,0.170471175924145,"MAP3K20/YAP1/SFRP2/ALAD/RPL26",5
"GO:0010639","negative regulation of organelle organization","9/218","362/18805",0.0248618784530387,2.1446221298596,2.38149327209012,0.0257232620489102,0.200584865884349,0.170471175924145,"CLU/HIP1R/MAP1B/HNRNPA1/YAP1/PIK3R1/NPM1/HSPA1A/SHANK3",9
"GO:0021543","pallium development","6/218","194/18805",0.0309278350515464,2.66788045020335,2.5288883002348,0.0257990395695099,0.200584865884349,0.170471175924145,"ATP2B4/SLC38A2/TUBB2A/NTRK2/COL3A1/FLNA",6
"GO:0030258","lipid modification","6/218","194/18805",0.0309278350515464,2.66788045020335,2.5288883002348,0.0257990395695099,0.200584865884349,0.170471175924145,"PDK4/PLPP1/ECHDC1/ACOX1/LEP/APOD",6
"GO:0010332","response to gamma radiation","3/218","55/18805",0.0545454545454545,4.70517097581318,2.98014695804216,0.0259267954011927,0.200584865884349,0.170471175924145,"MAP3K20/YAP1/RPL26",3
"GO:0010883","regulation of lipid storage","3/218","55/18805",0.0545454545454545,4.70517097581318,2.98014695804216,0.0259267954011927,0.200584865884349,0.170471175924145,"LEP/LPL/CES1",3
"GO:1903351","cellular response to dopamine","3/218","55/18805",0.0545454545454545,4.70517097581318,2.98014695804216,0.0259267954011927,0.200584865884349,0.170471175924145,"CAV2/GNG2/FLNA",3
"GO:0007586","digestion","5/218","144/18805",0.0347222222222222,2.99518985728848,2.60283559072067,0.0263448697137677,0.201846570520081,0.171543461572287,"HIP1R/AKR1C2/LEP/AKR1C1/AQP1",5
"GO:0045664","regulation of neuron differentiation","6/218","195/18805",0.0307692307692308,2.65419901199718,2.51466764982428,0.0263704542288939,0.201846570520081,0.171543461572287,"NOTCH3/MMD/MAP1B/SFRP2/S100B/YWHAG",6
"GO:0019400","alditol metabolic process","2/218","22/18805",0.0909090909090909,7.8419516263553,3.47742345497065,0.0265353152291532,0.201846570520081,0.171543461572287,"DGAT2/LEP",2
"GO:0030449","regulation of complement activation","2/218","22/18805",0.0909090909090909,7.8419516263553,3.47742345497065,0.0265353152291532,0.201846570520081,0.171543461572287,"CFH/CD46",2
"GO:0043555","regulation of translation in response to stress","2/218","22/18805",0.0909090909090909,7.8419516263553,3.47742345497065,0.0265353152291532,0.201846570520081,0.171543461572287,"MAP3K20/NPM1",2
"GO:0072234","metanephric nephron tubule development","2/218","22/18805",0.0909090909090909,7.8419516263553,3.47742345497065,0.0265353152291532,0.201846570520081,0.171543461572287,"YAP1/AQP1",2
"GO:0086012","membrane depolarization during cardiac muscle cell action potential","2/218","22/18805",0.0909090909090909,7.8419516263553,3.47742345497065,0.0265353152291532,0.201846570520081,0.171543461572287,"CACNA2D1/SCN4B",2
"GO:0010761","fibroblast migration","3/218","56/18805",0.0535714285714286,4.6211500655308,2.93900415814306,0.0271663199084525,0.205660063841555,0.174784437345929,"ACTA2/DDR2/AQP1",3
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","3/218","56/18805",0.0535714285714286,4.6211500655308,2.93900415814306,0.0271663199084525,0.205660063841555,0.174784437345929,"NOP53/RPL23/RPL11",3
"GO:0008654","phospholipid biosynthetic process","7/218","251/18805",0.0278884462151394,2.40569830768668,2.42805726477755,0.0274051839894888,0.206482763930305,0.175483625945945,"BPNT2/SERINC1/DHDDS/GPAM/LPGAT1/IDH1/PIK3R1",7
"GO:0033002","muscle cell proliferation","7/218","251/18805",0.0278884462151394,2.40569830768668,2.42805726477755,0.0274051839894888,0.206482763930305,0.175483625945945,"NOTCH3/CAV2/IGFBP5/YAP1/PIK3R1/DDR2/APOD",7
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","10/218","427/18805",0.0234192037470726,2.02017489203532,2.30934151654462,0.0276569712435634,0.207886049252566,0.176676236853993,"CAV2/LOX/FMOD/PMEPA1/SFRP2/CDKN2B/FSTL1/HTRA1/COL3A1/HSPA1A",10
"GO:1900180","regulation of protein localization to nucleus","5/218","146/18805",0.0342465753424658,2.95415985924343,2.56708974769913,0.0277422730551921,0.208034255629005,0.176802193092813,"YAP1/PIK3R1/LEP/APOD/FLNA",5
"GO:0006959","humoral immune response","8/218","309/18805",0.0258899676375405,2.23330661203646,2.36733713019197,0.0280517274131717,0.209847469495066,0.178343190209353,"CFH/TF/CD46/CLU/CXCL14/FAU/RPL30/RPL39",8
"GO:1901799","negative regulation of proteasomal protein catabolic process","3/218","57/18805",0.0526315789473684,4.54007725736359,2.89882110138967,0.0284370123149444,0.209847469495066,0.178343190209353,"NOP53/RPL11/ALAD",3
"GO:1903350","response to dopamine","3/218","57/18805",0.0526315789473684,4.54007725736359,2.89882110138967,0.0284370123149444,0.209847469495066,0.178343190209353,"CAV2/GNG2/FLNA",3
"GO:0003158","endothelium development","5/218","147/18805",0.0340136054421769,2.93406353367035,2.54944459406528,0.0284583123630304,0.209847469495066,0.178343190209353,"TNMD/RAPGEF3/FSTL1/FASN/PDE2A",5
"GO:0045598","regulation of fat cell differentiation","5/218","147/18805",0.0340136054421769,2.93406353367035,2.54944459406528,0.0284583123630304,0.209847469495066,0.178343190209353,"YAP1/SFRP2/LRP5/LEP/LPL",5
"GO:0060048","cardiac muscle contraction","5/218","147/18805",0.0340136054421769,2.93406353367035,2.54944459406528,0.0284583123630304,0.209847469495066,0.178343190209353,"CALM2/CACNA2D1/SCN4B/FLNA/ASPH",5
"GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"CALM2/ASPH",2
"GO:0010888","negative regulation of lipid storage","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"LEP/CES1",2
"GO:0019430","removal of superoxide radicals","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"PRDX2/NQO1",2
"GO:0033238","regulation of amine metabolic process","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"ATP2B4/MAOB",2
"GO:0035855","megakaryocyte development","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"PTPN11/FLNA",2
"GO:0046519","sphingoid metabolic process","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"PLPP1/ASAH1",2
"GO:1900273","positive regulation of long-term synaptic potentiation","2/218","23/18805",0.0869565217391304,7.50099720781811,3.37848268913893,0.0288441036254252,0.209847469495066,0.178343190209353,"MME/SHANK3",2
"GO:0043648","dicarboxylic acid metabolic process","4/218","100/18805",0.04,3.45045871559633,2.6608307595461,0.029076670243279,0.211055373024442,0.179369751880134,"ME1/GLS/ACLY/IDH1",4
"GO:0061136","regulation of proteasomal protein catabolic process","6/218","200/18805",0.03,2.58784403669725,2.444875348408,0.0293537203429978,0.212579910794495,0.180665411676081,"TF/NOP53/CLU/RPL11/ALAD/HSPA1A",6
"GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/218","58/18805",0.0517241379310345,4.46180006327112,2.85955732511654,0.029738809660661,0.213903637740628,0.181790408261017,"NTRK2/DDR2/COL4A1",3
"GO:0071868","cellular response to monoamine stimulus","3/218","58/18805",0.0517241379310345,4.46180006327112,2.85955732511654,0.029738809660661,0.213903637740628,0.181790408261017,"CAV2/GNG2/FLNA",3
"GO:0071870","cellular response to catecholamine stimulus","3/218","58/18805",0.0517241379310345,4.46180006327112,2.85955732511654,0.029738809660661,0.213903637740628,0.181790408261017,"CAV2/GNG2/FLNA",3
"GO:0000302","response to reactive oxygen species","6/218","201/18805",0.0298507462686567,2.57496919074353,2.43117177162969,0.0299759004421018,0.213914527664448,0.181799663286869,"DDR2/PRDX2/NQO1/APOD/AQP1/TXNIP",6
"GO:0034446","substrate adhesion-dependent cell spreading","4/218","101/18805",0.0396039603960396,3.41629575801617,2.63689143782458,0.0300100771786505,0.213914527664448,0.181799663286869,"LIMS2/LAMC1/PIK3R1/FLNA",4
"GO:0048661","positive regulation of smooth muscle cell proliferation","4/218","101/18805",0.0396039603960396,3.41629575801617,2.63689143782458,0.0300100771786505,0.213914527664448,0.181799663286869,"NOTCH3/IGFBP5/PIK3R1/DDR2",4
"GO:0071229","cellular response to acid chemical","4/218","101/18805",0.0396039603960396,3.41629575801617,2.63689143782458,0.0300100771786505,0.213914527664448,0.181799663286869,"NTRK2/COL3A1/COL4A1/COL5A2",4
"GO:0048608","reproductive structure development","8/218","314/18805",0.0254777070063694,2.19774440483843,2.31791493669121,0.0304427841357713,0.216512357127055,0.18400748211402,"DHCR24/SERPINF1/IDH1/SFRP2/LEP/PTPN11/AKR1C3/FLNA",8
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","4/218","102/18805",0.0392156862745098,3.38280266234934,2.61325171579202,0.0309610513878872,0.217718258865757,0.185032342521804,"YAP1/SFRP2/PRDX2/HSPA1A",4
"GO:0019748","secondary metabolic process","3/218","59/18805",0.0508474576271186,4.38617633338517,2.82117474941651,0.0310716369014268,0.217718258865757,0.185032342521804,"AKR1C2/AKR1C1/AKR1C3",3
"GO:0060986","endocrine hormone secretion","3/218","59/18805",0.0508474576271186,4.38617633338517,2.82117474941651,0.0310716369014268,0.217718258865757,0.185032342521804,"LEP/PTPN11/AQP1",3
"GO:0086009","membrane repolarization","3/218","59/18805",0.0508474576271186,4.38617633338517,2.82117474941651,0.0310716369014268,0.217718258865757,0.185032342521804,"CACNA2D1/SCN4B/FLNA",3
"GO:0046628","positive regulation of insulin receptor signaling pathway","2/218","24/18805",0.0833333333333333,7.18845565749235,3.28531689073204,0.0312300781159898,0.217718258865757,0.185032342521804,"LEP/PTPN11",2
"GO:0051131","chaperone-mediated protein complex assembly","2/218","24/18805",0.0833333333333333,7.18845565749235,3.28531689073204,0.0312300781159898,0.217718258865757,0.185032342521804,"CLU/HSPA1A",2
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","2/218","24/18805",0.0833333333333333,7.18845565749235,3.28531689073204,0.0312300781159898,0.217718258865757,0.185032342521804,"CACNA2D1/SCN4B",2
"GO:0098856","intestinal lipid absorption","2/218","24/18805",0.0833333333333333,7.18845565749235,3.28531689073204,0.0312300781159898,0.217718258865757,0.185032342521804,"LEP/AKR1C1",2
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","2/218","24/18805",0.0833333333333333,7.18845565749235,3.28531689073204,0.0312300781159898,0.217718258865757,0.185032342521804,"HIP1R/HSPA1A",2
"GO:0001666","response to hypoxia","8/218","316/18805",0.0253164556962025,2.18383463012426,2.29840516373268,0.0314373218223403,0.218216994815163,0.185456203531437,"NOP53/LOXL2/ALAD/PLOD2/DDR2/ANGPTL4/LEP/AQP1",8
"GO:0055123","digestive system development","5/218","151/18805",0.033112582781457,2.85633999635458,2.4803257843453,0.0314392076388807,0.218216994815163,0.185456203531437,"HIP1R/YAP1/SFRP2/CLMP/COL3A1",5
"GO:0150115","cell-substrate junction organization","4/218","103/18805",0.0388349514563107,3.34995991805469,2.58990455490185,0.0319296322074536,0.221137103410574,0.187937917911488,"LIMCH1/LAMC1/PIK3R1/APOD",4
"GO:0005996","monosaccharide metabolic process","7/218","260/18805",0.0269230769230769,2.32242413549753,2.32537361638852,0.0322934654520513,0.221861824897597,0.188553837380615,"PDK4/ALDOC/MAN2C1/LRP5/NPY1R/LEP/APOD",7
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","3/218","60/18805",0.05,4.31307339449541,2.7836374988439,0.0324354073004633,0.221861824897597,0.188553837380615,"CCND1/CDKN2C/CDKN2B",3
"GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","3/218","60/18805",0.05,4.31307339449541,2.7836374988439,0.0324354073004633,0.221861824897597,0.188553837380615,"NTRK2/DDR2/PDE2A",3
"GO:0046324","regulation of D-glucose import","3/218","60/18805",0.05,4.31307339449541,2.7836374988439,0.0324354073004633,0.221861824897597,0.188553837380615,"PIK3R1/LEP/PTPN11",3
"GO:0051480","regulation of cytosolic calcium ion concentration","3/218","60/18805",0.05,4.31307339449541,2.7836374988439,0.0324354073004633,0.221861824897597,0.188553837380615,"ATP2B4/CAV2/ASPH",3
"GO:0061458","reproductive system development","8/218","318/18805",0.0251572327044025,2.17009982112977,2.27904012212079,0.0324539365550079,0.221861824897597,0.188553837380615,"DHCR24/SERPINF1/IDH1/SFRP2/LEP/PTPN11/AKR1C3/FLNA",8
"GO:1902806","regulation of cell cycle G1/S phase transition","6/218","205/18805",0.0292682926829268,2.52472588946073,2.37717389054285,0.0325510048509305,0.222046854596025,0.188711088677381,"FHL1/ATP2B4/CCND1/CDKN2C/CDKN2B/DDR2",6
"GO:0043266","regulation of potassium ion transport","4/218","104/18805",0.0384615384615385,3.31774876499647,2.56684315038425,0.0329158548498399,0.224053844600198,0.190416770432437,"FHL1/CD63/KIF5B/FLNA",4
"GO:0007051","spindle organization","6/218","206/18805",0.029126213592233,2.51246993854102,2.3638737775575,0.0332165591530114,0.224966105571845,0.191192074191775,"MYH9/PPP2R1B/NEK7/TUBB/FLNA/HSPA1A",6
"GO:0010878","cholesterol storage","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"LPL/CES1",2
"GO:0030220","platelet formation","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"MYH9/PTPN11",2
"GO:0071450","cellular response to oxygen radical","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"PRDX2/NQO1",2
"GO:0071451","cellular response to superoxide","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"PRDX2/NQO1",2
"GO:0072170","metanephric tubule development","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"YAP1/AQP1",2
"GO:0072243","metanephric nephron epithelium development","2/218","25/18805",0.08,6.90091743119266,3.19735211706275,0.0336911564815349,0.224966105571845,0.191192074191775,"YAP1/AQP1",2
"GO:0031102","neuron projection regeneration","3/218","61/18805",0.0491803278688525,4.24236727327418,2.74691174019354,0.033830022811403,0.224966105571845,0.191192074191775,"MAP1B/APOD/FLNA",3
"GO:0071867","response to monoamine","3/218","61/18805",0.0491803278688525,4.24236727327418,2.74691174019354,0.033830022811403,0.224966105571845,0.191192074191775,"CAV2/GNG2/FLNA",3
"GO:0071869","response to catecholamine","3/218","61/18805",0.0491803278688525,4.24236727327418,2.74691174019354,0.033830022811403,0.224966105571845,0.191192074191775,"CAV2/GNG2/FLNA",3
"GO:0086002","cardiac muscle cell action potential involved in contraction","3/218","61/18805",0.0491803278688525,4.24236727327418,2.74691174019354,0.033830022811403,0.224966105571845,0.191192074191775,"CACNA2D1/SCN4B/FLNA",3
"GO:0001906","cell killing","7/218","263/18805",0.026615969581749,2.29593260543482,2.29208501165926,0.0340446895315627,0.22497865665441,0.19120274098757,"CFH/PIK3R1/CXCL14/RPL30/KIF5B/LEP/TUBB",7
"GO:0003015","heart process","7/218","263/18805",0.026615969581749,2.29593260543482,2.29208501165926,0.0340446895315627,0.22497865665441,0.19120274098757,"ATP2B4/YAP1/CALM2/CACNA2D1/SCN4B/FLNA/ASPH",7
"GO:0051347","positive regulation of transferase activity","7/218","263/18805",0.026615969581749,2.29593260543482,2.29208501165926,0.0340446895315627,0.22497865665441,0.19120274098757,"MMD/CCND1/RPS2/CALM2/DBI/DDR2/LEP",7
"GO:0032526","response to retinoic acid","4/218","106/18805",0.0377358490566038,3.25514973169465,2.52155150105435,0.0349413460413049,0.229945953616222,0.195424300528023,"SERPINF1/YAP1/LEP/AQP1",4
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/218","106/18805",0.0377358490566038,3.25514973169465,2.52155150105435,0.0349413460413049,0.229945953616222,0.195424300528023,"TF/NOP53/CLU/HSPA1A",4
"GO:0038065","collagen-activated signaling pathway","3/218","62/18805",0.0483870967741935,4.17394199467298,2.71096553466838,0.0352553744529083,0.230068820962324,0.195528721870483,"NTRK2/DDR2/COL4A1",3
"GO:0038066","p38MAPK cascade","3/218","62/18805",0.0483870967741935,4.17394199467298,2.71096553466838,0.0352553744529083,0.230068820962324,0.195528721870483,"MAP3K20/LEP/PER1",3
"GO:0045667","regulation of osteoblast differentiation","5/218","156/18805",0.032051282051282,2.76479063749706,2.39704636450914,0.0354313014919751,0.230068820962324,0.195528721870483,"IGFBP5/YAP1/SFRP2/LRP5/DDR2",5
"GO:0002532","production of molecular mediator involved in inflammatory response","4/218","107/18805",0.0373831775700935,3.22472777158535,2.49930872853166,0.0359806647115523,0.230068820962324,0.195528721870483,"PRDX2/LEP/PER1/APOD",4
"GO:0019395","fatty acid oxidation","4/218","107/18805",0.0373831775700935,3.22472777158535,2.49930872853166,0.0359806647115523,0.230068820962324,0.195528721870483,"PDK4/ECHDC1/ACOX1/LEP",4
"GO:0000470","maturation of LSU-rRNA","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"RPL35/RPL7",2
"GO:0003148","outflow tract septum morphogenesis","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"SEMA3C/NRP2",2
"GO:0009065","glutamine family amino acid catabolic process","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"ATP2B4/GLS",2
"GO:0032212","positive regulation of telomere maintenance via telomerase","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"HNRNPA1/NEK7",2
"GO:0035988","chondrocyte proliferation","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"CCN2/DDR2",2
"GO:0046339","diacylglycerol metabolic process","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"DGAT2/GPAM",2
"GO:0046514","ceramide catabolic process","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"ASAH1/SCARB2",2
"GO:0048011","neurotrophin TRK receptor signaling pathway","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"SOS1/PTPN11",2
"GO:0060561","apoptotic process involved in morphogenesis","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"PPP2R1B/LRP5",2
"GO:1900078","positive regulation of cellular response to insulin stimulus","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"LEP/PTPN11",2
"GO:1901021","positive regulation of calcium ion transmembrane transporter activity","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"CALM2/ASPH",2
"GO:2000209","regulation of anoikis","2/218","26/18805",0.0769230769230769,6.63549752999294,3.114091903477,0.0362252940158123,0.230068820962324,0.195528721870483,"PDK4/NTRK2",2
"GO:0031960","response to corticosteroid","5/218","157/18805",0.0318471337579618,2.74718050604803,2.38078506784916,0.0362655770747674,0.230068820962324,0.195528721870483,"MAOB/SERPINF1/ALAD/AKR1C3/AQP1",5
"GO:0034764","positive regulation of transmembrane transport","6/218","211/18805",0.028436018957346,2.45293273620592,2.29852399554623,0.0366766998835586,0.231719458000431,0.196931549724266,"APLNR/CALM2/PIK3R1/PTPN11/FLNA/ASPH",6
"GO:0051341","regulation of oxidoreductase activity","3/218","63/18805",0.0476190476190476,4.10768894713849,2.67576870294931,0.0367113426750503,0.231719458000431,0.196931549724266,"ATP2B4/NPR3/LEP",3
"GO:0009416","response to light stimulus","8/218","326/18805",0.0245398773006135,2.11684583778916,2.20298487752791,0.0367449203575715,0.231719458000431,0.196931549724266,"MAP3K20/CCND1/PIK3R1/RPL26/PER1/NPM1/MME/AQP1",8
"GO:0001938","positive regulation of endothelial cell proliferation","4/218","108/18805",0.037037037037037,3.19486918110771,2.47732663950176,0.0370377255213219,0.231723205825706,0.1969347348907,"CAV2/THBS4/NRP2/APLNR",4
"GO:0007631","feeding behavior","4/218","108/18805",0.037037037037037,3.19486918110771,2.47732663950176,0.0370377255213219,0.231723205825706,0.1969347348907,"GLS/NTRK2/NPY1R/LEP",4
"GO:0019751","polyol metabolic process","4/218","108/18805",0.037037037037037,3.19486918110771,2.47732663950176,0.0370377255213219,0.231723205825706,0.1969347348907,"DGAT2/PLPP1/ASAH1/LEP",4
"GO:0097306","cellular response to alcohol","4/218","108/18805",0.037037037037037,3.19486918110771,2.47732663950176,0.0370377255213219,0.231723205825706,0.1969347348907,"AKR1C2/GNG2/AKR1C3/CES1",4
"GO:0007173","epidermal growth factor receptor signaling pathway","5/218","158/18805",0.0316455696202532,2.72979328765532,2.36465063037134,0.0371118854447263,0.231730119351716,0.196940610493046,"SOS1/HIP1R/NTRK2/DDR2/PTPN11",5
"GO:0050878","regulation of body fluid levels","9/218","388/18805",0.0231958762886598,2.00091033765251,2.15749755446921,0.0375625197300405,0.234083128848111,0.198940364033986,"MYH9/CCND1/NPR3/APLNR/ANGPTL4/PRDX2/COL3A1/FLNA/AQP1",9
"GO:1903522","regulation of blood circulation","7/218","269/18805",0.0260223048327138,2.24472221274854,2.22684140619633,0.0377344366603451,0.234693398209049,0.199459014008553,"ATP2B4/CALM2/CACNA2D1/LEP/SCN4B/FLNA/ASPH",7
"GO:0036005","response to macrophage colony-stimulating factor","3/218","64/18805",0.046875,4.04350630733945,2.64129270185566,0.0381977977175972,0.235907698640971,0.200491012218599,"NTRK2/DDR2/PDE2A",3
"GO:1901607","alpha-amino acid biosynthetic process","3/218","64/18805",0.046875,4.04350630733945,2.64129270185566,0.0381977977175972,0.235907698640971,0.200491012218599,"ATP2B4/GLS/PLOD2",3
"GO:0006790","sulfur compound metabolic process","8/218","329/18805",0.0243161094224924,2.09754329215582,2.17502548804785,0.0384482489609314,0.235907698640971,0.200491012218599,"PDK4/DGAT2/BPNT2/GPAM/ACLY/IDH1/CSAD/FASN",8
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/218","329/18805",0.0243161094224924,2.09754329215582,2.17502548804785,0.0384482489609314,0.235907698640971,0.200491012218599,"CAV2/LOX/PMEPA1/SFRP2/CDKN2B/FSTL1/HTRA1/HSPA1A",8
"GO:0036344","platelet morphogenesis","2/218","27/18805",0.0740740740740741,6.38973836221543,3.03510427727011,0.0388304829423122,0.235907698640971,0.200491012218599,"MYH9/PTPN11",2
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","2/218","27/18805",0.0740740740740741,6.38973836221543,3.03510427727011,0.0388304829423122,0.235907698640971,0.200491012218599,"IGFBP5/DDR2",2
